rbd;nom_lycee;commune;region;program_code;numero_unique;nom_programme_reconstruit;niveau;enseignement;type_formation;cod_espe;specialite_si_applicable;secteur_specialite_si_applicable;jornada;genre_programme;dependance;dependance_agregee;ruralite;convenio_pie;pace;paiement_matricula;paiement_mensualite;orientation_religieuse;orientation_religieuse_autre_detail;matricula_total_lycee;matricula_media_hc_jovenes;matricula_media_tp_jovenes;lycee_offre_hc_jovenes;lycee_offre_tp_jovenes;lycee_codes_specialites_annuaire;lycee_nb_specialites_annuaire;etat_etablissement;etablissement_avec_matricula;capacite_totale_programme;sieges_admission_total;sieges_reguliers;sieges_priority_student;sieges_integration;candidats_annee_precedente;ratio_demande_capacite_annee_precedente;lat_lycee;lon_lycee
1918;COLEGIO LOS LEONES DE QUILPUE;QUILPUÉ;VALPO;131000000133;1918_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;945;296;0;Oui;Non;;0;Fonctionne;Avec matrícula;76;6;6;0;0;69;0.9079;-33,06163;-71,426857
14453;COLEGIO LOS LIBERTADORES;QUILPUÉ;VALPO;131000000233;14453_131000000233;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;462;141;0;Oui;Non;;0;Fonctionne;Avec matrícula;36;3;3;0;0;39;1.0833;-33,039261;-71,405357
14359;COLEGIO LOS REYES;QUILPUÉ;VALPO;131000000233;14359_131000000233;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;$50.001 A $100.000;Autre;LAICO;2092;613;0;Oui;Non;;0;Fonctionne;Avec matrícula;152;2;2;0;0;125;0.8224;-33,046711;-71,415283
1881;COLEGIO LUIS CRUZ MARTÍNEZ;QUILPUÉ;VALPO;131000000133;1881_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Corporation municipale;Municipal;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;575;197;0;Oui;Non;;0;Fonctionne;Avec matrícula;45;7;7;0;0;11;0.2444;-33,03796;-71,404861
1886;COLEGIO MANUEL BULNES PRIETO;QUILPUÉ;VALPO;131000000133;1886_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Corporation municipale;Municipal;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;434;138;0;Oui;Non;;0;Fonctionne;Avec matrícula;38;2;2;0;0;10;0.2632;-33,050629;-71,436577
14775;COLEGIO MONTESOL 2;QUILPUÉ;VALPO;131000000133;14775_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;MAS DE $100.000;Laïque;;388;119;0;Oui;Non;;0;Fonctionne;Avec matrícula;31;0;0;0;0;17;0.5484;-33,03091;-71,432854
14659;COLEGIO NAHUEN DE QUILPUÉ;QUILPUÉ;VALPO;131000000133;14659_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;Gratuit;Laïque;;208;74;0;Oui;Non;;0;Fonctionne;Avec matrícula;28;17;17;0;0;1;0.0357;-33,038551;-71,443619
14266;COLEGIO NAZCA BELEN;QUILPUÉ;VALPO;131000000133;14266_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;364;121;0;Oui;Non;;0;Fonctionne;Avec matrícula;39;11;11;0;0;6;0.1538;-33,05978;-71,401642
14418;COLEGIO PANAL;QUILPUÉ;VALPO;131000000133;14418_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Autre;VALÓRICA;220;0;126;Non;Oui;41005|64001;2;Fonctionne;Avec matrícula;40;24;24;0;0;2;0.0500;-33,037312;-71,484734
40027;COLEGIO PASIONISTAS DE QUILPUE;QUILPUÉ;VALPO;131000000133;40027_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;$1.000 A $10.000;MAS DE $100.000;Catholique;;486;147;0;Oui;Non;;0;Fonctionne;Avec matrícula;37;2;2;0;0;75;2.0270;-33,045521;-71,438988
14599;COLEGIO POETA DANIEL DE LA VEGA;QUILPUÉ;VALPO;131000000133;14599_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;$50.001 A $100.000;Laïque;;278;119;0;Oui;Non;;0;Fonctionne;Avec matrícula;26;1;1;0;0;40;1.5385;-33,043282;-71,434547
14790;COLEGIO SAINT-LAWRENCE;QUILPUÉ;VALPO;131000000333;14790_131000000333;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;Gratuit;Laïque;;533;258;0;Oui;Non;;0;Fonctionne;Avec matrícula;105;65;65;0;0;21;0.2000;-33,049721;-71,441063
14552;COLEGIO SAN NICOLAS DE CANAL CHACAO;QUILPUÉ;VALPO;131000000133;14552_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;Gratuit;Laïque;;525;204;0;Oui;Non;;0;Fonctionne;Avec matrícula;65;26;26;0;0;1;0.0154;-33,040821;-71,483543
14233;COLEGIO SANTA TERESA;QUILPUÉ;VALPO;131000000133;14233_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;$25.001 A $50.000;$25.001 A $50.000;Catholique;;413;124;0;Oui;Non;;0;Fonctionne;Avec matrícula;32;4;4;0;0;25;0.7812;-33,05143;-71,40007
14314;COLEGIO THOMAS ALVA EDISON;QUILPUÉ;VALPO;131000000131;14314_131000000131;1º medio — Général H-C — Mixte — jornada mañana;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Mañana;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;$50.001 A $100.000;Catholique;;398;126;0;Oui;Non;;0;Fonctionne;Avec matrícula;33;2;2;0;0;18;0.5455;-33,04707;-71,429123
1908;COLEGIO ULISES GNECCO;QUILPUÉ;VALPO;131000000133;1908_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;189;77;0;Oui;Non;;0;Fonctionne;Avec matrícula;30;18;18;0;0;10;0.3333;-33,05056;-71,435516
1891;ESCUELA BASICA JORGE ROCK LARA;QUILPUÉ;VALPO;131000000133;1891_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Corporation municipale;Municipal;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;235;58;0;Oui;Non;;0;Fonctionne;Avec matrícula;35;14;14;0;0;2;0.0571;-33,044319;-71,47036
1887;ESCUELA GUARDIAMARINA GUILLERMO ZANARTU I.;QUILPUÉ;VALPO;131000000133;1887_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Corporation municipale;Municipal;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;669;260;0;Oui;Non;;0;Fonctionne;Avec matrícula;70;31;31;0;0;18;0.2571;-33,044338;-71,410187
14527;KING EDWARD´S SCHOOL 2;QUILPUÉ;VALPO;131000000132;14527_131000000132;1º medio — Général H-C — Mixte — jornada tarde;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Tarde;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;309;261;0;Oui;Non;;0;Fonctionne;Avec matrícula;84;46;46;0;0;20;0.2381;-33,05386;-71,445023
1884;LICEO COMERCIAL ALEJANDRO LUBET V;QUILPUÉ;VALPO;131000000133;1884_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Corporation municipale;Municipal;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;563;0;427;Non;Oui;41001|41002|41005|58033;4;Fonctionne;Avec matrícula;150;124;116;8;0;58;0.3867;-33,045509;-71,439613
14720;LICEO GASTRONOMIA Y TURISMO;QUILPUÉ;VALPO;131000000133;14720_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Corporation municipale;Municipal;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;433;0;285;Non;Oui;61003|63009;2;Fonctionne;Avec matrícula;152;127;124;3;0;42;0.2763;-33,048092;-71,421562
14470;LICEO POLITÉCNICO MARGA MARGA;QUILPUÉ;VALPO;131000000133;14470_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Corporation municipale;Municipal;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;323;0;323;Non;Oui;58034|64001|64008;3;Fonctionne;Avec matrícula;105;105;89;16;0;68;0.6476;-33,038761;-71,443626
14336;LICEO TECN. PROF. OBISPO RAFAEL LIRA INFANTE;QUILPUÉ;VALPO;131000000133;14336_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Catholique;;127;0;127;Non;Oui;61003;1;Fonctionne;Avec matrícula;35;33;27;6;0;13;0.3714;-33,044781;-71,444283
1895;LICEO TECNICO PROFESIONAL MANNHEIM;QUILPUÉ;VALPO;131000000133;1895_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Corporation municipale;Municipal;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;311;0;165;Non;Oui;51009|52009|53014;3;Fonctionne;Avec matrícula;70;53;53;0;0;25;0.3571;-33,037788;-71,483887
14526;COLEGIO ALONSO DE QUINTERO;QUINTERO;VALPO;131000000233;14526_131000000233;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;$50.001 A $100.000;Laïque;;974;313;0;Oui;Non;;0;Fonctionne;Avec matrícula;80;0;0;0;0;67;0.8375;-32,775631;-71,532822
1858;COLEGIO DON ORIONE;QUINTERO;VALPO;131000000133;1858_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Catholique;;1264;415;58;Oui;Oui;53015;1;Fonctionne;Avec matrícula;135;41;41;0;0;136;1.0074;-32,78648;-71,533737
1860;COLEGIO INGLES;QUINTERO;VALPO;131000000231;1860_131000000231;1º medio — Général H-C — Mixte — jornada mañana;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Mañana;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;Gratuit;Laïque;;1008;292;0;Oui;Non;;0;Fonctionne;Avec matrícula;80;9;9;0;0;63;0.7875;-32,783138;-71,531143
1859;COLEGIO SANTA FILOMENA;QUINTERO;VALPO;131000000133;1859_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;Gratuit;Catholique;;546;165;0;Oui;Non;;0;Fonctionne;Avec matrícula;42;1;1;0;0;76;1.8095;-32,780991;-71,528999
1851;LICEO POLITECNICO QUINTERO;QUINTERO;VALPO;131000000132;1851_131000000132;1º medio — Général H-C — Mixte — jornada tarde;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Tarde;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;612;114;326;Oui;Oui;53014|81003;2;Fonctionne;Avec matrícula;130;69;69;0;0;99;0.7615;-32,788761;-71,527283
1260;LICEO PARROQUIAL TERESITA DE LOS ANDES;RINCONADA;VALPO;131000000133;1260_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Catholique;;523;152;0;Oui;Non;;0;Fonctionne;Avec matrícula;42;13;13;0;0;20;0.4762;-32,84053;-70,686813
2035;COLEGIO AGRÍCOLA CUNCUMÉN GONZALO BARROS AMUNÁTEGUI;SAN ANTONIO;VALPO;131000000133;2035_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Rural;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;216;43;35;Oui;Oui;72007;1;Fonctionne;Avec matrícula;25;7;7;0;0;6;0.2400;-33,737888;-71,423859
14626;COLEGIO ARAUCARIAS;SAN ANTONIO;VALPO;131000000131;14626_131000000131;1º medio — Général H-C — Mixte — jornada mañana;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Mañana;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;310;137;0;Oui;Non;;0;Fonctionne;Avec matrícula;35;13;13;0;0;11;0.3143;-33,62225;-71,611794
14568;COLEGIO CRISTO REY SALVADOR;SAN ANTONIO;VALPO;131000000133;14568_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;$50.001 A $100.000;Catholique;;448;124;0;Oui;Non;;0;Fonctionne;Avec matrícula;36;4;4;0;0;47;1.3056;-33,61079;-71,614807
2055;COLEGIO EL RETIRO;SAN ANTONIO;VALPO;131000000132;2055_131000000132;1º medio — Général H-C — Mixte — jornada tarde;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Tarde;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;Gratuit;Laïque;;474;158;0;Oui;Non;;0;Fonctionne;Avec matrícula;45;12;12;0;0;14;0.3111;-33,615471;-71,603867
2019;COLEGIO ESPANA;SAN ANTONIO;VALPO;131000000133;2019_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;400;133;0;Oui;Non;;0;Fonctionne;Avec matrícula;45;20;20;0;0;27;0.6000;-33,617699;-71,607162
14348;COLEGIO ESPIRITU SANTO;SAN ANTONIO;VALPO;131000000133;14348_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;$10.001 A $25.000;Catholique;;1048;294;0;Oui;Non;;0;Fonctionne;Avec matrícula;80;10;10;0;0;37;0.4625;-33,609211;-71,597122
14699;COLEGIO FENIX;SAN ANTONIO;VALPO;131000000133;14699_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;$25.001 A $50.000;Laïque;;616;181;0;Oui;Non;;0;Fonctionne;Avec matrícula;45;2;2;0;0;58;1.2889;-33,590069;-71,59967
2049;COLEGIO FUND.EDUC. FERNANDEZ LEON;SAN ANTONIO;VALPO;131000000133;2049_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;$50.001 A $100.000;Catholique;;623;179;0;Oui;Non;;0;Fonctionne;Avec matrícula;45;1;1;0;0;79;1.7556;-33,60973;-71,615028
14373;COLEGIO JOSE LUIS NORRIS;SAN ANTONIO;VALPO;131000000133;14373_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;Gratuit;Laïque;;397;165;0;Oui;Non;;0;Fonctionne;Avec matrícula;45;19;19;0;0;14;0.3111;-33,613571;-71,618523
2050;COLEGIO NUESTRA SENORA DE POMPEYA;SAN ANTONIO;VALPO;131000000131;2050_131000000131;1º medio — Général H-C — Mixte — jornada mañana;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Mañana;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;Gratuit;Catholique;;437;142;0;Oui;Non;;0;Fonctionne;Avec matrícula;35;7;7;0;0;22;0.6286;-33,587639;-71,611641
14288;COLEGIO NUEVA PROVIDENCIA;SAN ANTONIO;VALPO;131000000133;14288_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;$50.001 A $100.000;Catholique;;536;171;0;Oui;Non;;0;Fonctionne;Avec matrícula;44;0;0;0;0;75;1.7045;-33,614498;-71,611923
14788;COLEGIO PAPA JUAN PABLO II;SAN ANTONIO;VALPO;131000000133;14788_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;Gratuit;Catholique;;480;169;0;Oui;Non;;0;Fonctionne;Avec matrícula;35;5;5;0;0;37;1.0571;-33,583092;-71,612473
2047;COLEGIO PARTICULAR SARA CRUCHAGA;SAN ANTONIO;VALPO;131000000133;2047_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;Gratuit;Catholique;;492;130;0;Oui;Non;;0;Fonctionne;Avec matrícula;45;14;14;0;0;23;0.5111;-33,58107;-71,6101
2052;COLEGIO PROVIDENCIA;SAN ANTONIO;VALPO;131000000131;2052_131000000131;1º medio — Général H-C — Mixte — jornada mañana;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Mañana;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;394;138;0;Oui;Non;;0;Fonctionne;Avec matrícula;35;14;14;0;0;30;0.8571;-33,586979;-71,609978
2044;ESCUELA INDUSTRIAL SAN ANTONIO;SAN ANTONIO;VALPO;131000000133;2044_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;Gratuit;Catholique;;679;0;679;Non;Oui;52010|52013|53014|53015;4;Fonctionne;Avec matrícula;180;176;149;27;0;229;1.2722;-33,57967;-71,609558
2018;ESCUELA MOVILIZADORES PORTUARIOS;SAN ANTONIO;VALPO;131000000133;2018_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;845;250;0;Oui;Non;;0;Fonctionne;Avec matrícula;72;22;22;0;0;21;0.2917;-33,59087;-71,60025
2013;INST.COMERCIAL MARITIMO PACIFICO SUR;SAN ANTONIO;VALPO;131000000133;2013_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;705;0;661;Non;Oui;41002|41005|81004;3;Fonctionne;Avec matrícula;245;213;192;21;0;55;0.2245;-33,603931;-71,611931
40289;INSTITUTO BICENTENARIO J.MIGUEL CARRERA;SAN ANTONIO;VALPO;131000000133;40289_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Sans PIE;Sans PACE;Gratuit;Gratuit;Laïque;;520;311;0;Oui;Non;;0;Fonctionne;Avec matrícula;105;12;12;0;0;182;1.7333;-33,597321;-71,613777
16851;INSTITUTO BICENTENARIO JAVIERA CARRERA VERDUGO;SAN ANTONIO;VALPO;131000000233;16851_131000000233;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Sans PACE;Sans information;Sans information;Sans information;;607;273;0;Oui;Non;;0;Fonctionne;Avec matrícula;70;19;19;0;0;74;1.0571;-33,597279;-71,613571
2042;INSTITUTO DEL PUERTO DE SAN ANTONIO;SAN ANTONIO;VALPO;131000000133;2042_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;MAS DE $100.000;Catholique;;1218;358;0;Oui;Non;;0;Fonctionne;Avec matrícula;90;2;2;0;0;51;0.5667;-33,617802;-71,603081
2043;INSTITUTO ERCILLA;SAN ANTONIO;VALPO;131000000131;2043_131000000131;1º medio — Général H-C — Mixte — jornada mañana;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Mañana;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Catholique;;476;157;0;Oui;Non;;0;Fonctionne;Avec matrícula;36;10;10;0;0;21;0.5833;-33,59734;-71,614464
2045;LICEO GABRIELA MISTRAL;SAN ANTONIO;VALPO;131000000133;2045_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;$50.001 A $100.000;Laïque;;531;176;0;Oui;Non;;0;Fonctionne;Avec matrícula;44;0;0;0;0;48;1.0909;-33,606998;-71,599998
2040;LICEO NACIONAL DE LLO LLEO;SAN ANTONIO;VALPO;131000000133;2040_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;Gratuit;Laïque;;913;282;0;Oui;Non;;0;Fonctionne;Avec matrícula;76;15;15;0;0;85;1.1184;-33,612782;-71,609756
2041;LICEO SANTA TERESITA DE LLOLLEO;SAN ANTONIO;VALPO;131000000113;2041_131000000113;1º medio — Général H-C — Filles — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Filles;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Catholique;;695;221;0;Oui;Non;;0;Fonctionne;Avec matrícula;70;33;33;0;0;47;0.6714;-33,616249;-71,61087
2012;PROFESOR JUAN DANTE PARRAGUEZ ARELLANO;SAN ANTONIO;VALPO;131000000133;2012_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;393;212;181;Oui;Oui;51006|52009|52010|57030|61001;5;Fonctionne;Avec matrícula;120;114;96;18;0;94;0.7833;-33,602489;-71,614166
14877;LICEO SAN ESTEBAN;SAN ESTEBAN;VALPO;131000000133;14877_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;398;180;125;Oui;Oui;41005|51003|63009;3;Fonctionne;Avec matrícula;105;105;89;16;0;75;0.7143;-32,8013;-70,581657
1292;COLEGIO ALONSO DE ERCILLA;SAN FELIPE;VALPO;131000000233;1292_131000000233;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;$1.000 A $10.000;$50.001 A $100.000;Catholique;;1333;282;120;Oui;Oui;41005;1;Fonctionne;Avec matrícula;105;9;9;0;0;116;1.1048;-32,747589;-70,725273
