rbd;nom_lycee;commune;region;program_code;numero_unique;nom_programme_reconstruit;niveau;enseignement;type_formation;cod_espe;specialite_si_applicable;secteur_specialite_si_applicable;jornada;genre_programme;dependance;dependance_agregee;ruralite;convenio_pie;pace;paiement_matricula;paiement_mensualite;orientation_religieuse;orientation_religieuse_autre_detail;matricula_total_lycee;matricula_media_hc_jovenes;matricula_media_tp_jovenes;lycee_offre_hc_jovenes;lycee_offre_tp_jovenes;lycee_codes_specialites_annuaire;lycee_nb_specialites_annuaire;etat_etablissement;etablissement_avec_matricula;capacite_totale_programme;sieges_admission_total;sieges_reguliers;sieges_priority_student;sieges_integration;candidats_annee_precedente;ratio_demande_capacite_annee_precedente;lat_lycee;lon_lycee
13383;COLEGIO CAMBRIDGE SCHOOL;SALAMANCA;COQ;131000000133;13383_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;565;176;0;Oui;Non;;0;Fonctionne;Avec matrícula;90;53;53;0;0;51;0.5667;-31,774059;-70,965973
40319;COLEGIO PART. SUB. CUMBRES DEL CHOAPA;SALAMANCA;COQ;131000000133;40319_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;949;349;0;Oui;Non;;0;Fonctionne;Avec matrícula;88;8;8;0;0;80;0.9091;-31,78686;-70,962822
1036;COLEGIO PARTICULAR SAN FRANCISCO DE ASIS;SALAMANCA;COQ;131000000133;1036_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Catholique;;1148;411;0;Oui;Non;;0;Fonctionne;Avec matrícula;112;28;28;0;0;75;0.6696;-31,78203;-70,965363
13627;COLEGIO SAN SEBASTIÁN;SALAMANCA;COQ;131000000133;13627_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;425;163;0;Oui;Non;;0;Fonctionne;Avec matrícula;45;11;11;0;0;34;0.7556;-31,7747;-70,973984
13394;CORAZON DE JESUS;SALAMANCA;COQ;131000000133;13394_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;357;133;0;Oui;Non;;0;Fonctionne;Avec matrícula;36;9;9;0;0;50;1.3889;-31,78154;-70,960907
1013;LICEO DE SALAMANCA;SALAMANCA;COQ;131000000133;1013_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;512;345;125;Oui;Oui;53015|64008;2;Fonctionne;Avec matrícula;160;127;127;0;0;106;0.6625;-31,77644;-70,965553
31203;COLEGIO DOMINGO SANTA MARIA;VICUÑA;COQ;131000000133;31203_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;Gratuit;Laïque;;1189;305;0;Oui;Non;;0;Fonctionne;Avec matrícula;90;2;2;0;0;30;0.3333;-30,03063;-70,707977
13606;COLEGIO LEONARDO DA VINCI - VICUÑA;VICUÑA;COQ;131000000133;13606_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;858;332;38;Oui;Oui;41005;1;Fonctionne;Avec matrícula;135;50;50;0;0;35;0.2593;-30,036289;-70,718948
668;ESCUELA EDMUNDO VIDAL CARDENAS;VICUÑA;COQ;131000000133;668_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;370;115;0;Oui;Non;;0;Fonctionne;Avec matrícula;37;2;2;0;0;13;0.3514;-30,040661;-70,660828
690;LICEO BICENTENARIO DE EXCELENCIA COLEGIO ANTONIO VARAS;VICUÑA;COQ;131000000133;690_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;948;331;0;Oui;Non;;0;Fonctionne;Avec matrícula;73;15;15;0;0;52;0.7123;-30,032721;-70,707787
665;LICEO CARLOS ROBERTO MONDACA CORTES;VICUÑA;COQ;131000000133;665_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;492;158;319;Oui;Oui;52010|52013|63009|64001|72007;5;Fonctionne;Avec matrícula;200;163;133;30;0;122;0.6100;-30,033791;-70,709099
22210;CENTRO EDUCACIONAL SAN ANDRES;ANCUD;LAGOS;131000000133;22210_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;MAS DE $100.000;Catholique;;423;118;0;Oui;Non;;0;Fonctionne;Avec matrícula;32;3;3;0;0;17;0.5312;-41,866131;-73,83107
22536;CENTRO EDUCACIONAL SAN SEBASTIAN DE ANCUD;ANCUD;LAGOS;131000000133;22536_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;$25.001 A $50.000;Laïque;;364;106;0;Oui;Non;;0;Fonctionne;Avec matrícula;28;0;0;0;0;23;0.8214;-41,880562;-73,829788
22505;COLEGIO CHARLES DARWIN DE ANCUD;ANCUD;LAGOS;131000000133;22505_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;MAS DE $100.000;Laïque;;112;91;0;Oui;Non;;0;Fonctionne;Avec matrícula;25;10;10;0;0;14;0.5600;-41,862129;-73,823769
8105;LICEO BICENTENARIO DE ANCUD;ANCUD;LAGOS;131000000133;8105_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Autre;LAICA;424;380;0;Oui;Non;;0;Fonctionne;Avec matrícula;175;144;134;10;0;61;0.3486;-41,86285;-73,828552
8109;LICEO COMERCIAL EL PILAR;ANCUD;LAGOS;131000000133;8109_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Catholique;;878;423;455;Oui;Oui;41005|58034|61003|63009;4;Fonctionne;Avec matrícula;240;199;163;36;0;235;0.9792;-41,869228;-73,821068
8044;LICEO POLIVALENTE DE ANCUD;ANCUD;LAGOS;131000000133;8044_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Autre;CATOLICA/EVANGELICA;156;89;67;Oui;Oui;64001|72007;2;Fonctionne;Avec matrícula;120;118;100;18;0;16;0.1333;-41,866901;-73,817543
8108;SEMINARIO CONCILIAR DE ANCUD;ANCUD;LAGOS;131000000133;8108_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Catholique;;1356;346;540;Oui;Oui;52013|53014|61003|64001|64008|81003;6;Fonctionne;Avec matrícula;270;175;175;0;0;176;0.6519;-41,871189;-73,821953
7773;COLEGIO EULOGIO GOYCOLEA GARAY;CALBUCO;LAGOS;131000000133;7773_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;628;199;0;Oui;Non;;0;Fonctionne;Avec matrícula;45;8;8;0;0;88;1.9556;-41,773529;-73,128563
7826;COLEGIO SAN MIGUEL;CALBUCO;LAGOS;131000000133;7826_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Catholique;;1179;461;0;Oui;Non;;0;Fonctionne;Avec matrícula;120;34;34;0;0;95;0.7917;-41,771839;-73,128517
7776;ESCUELA RURAL EL SEMBRADOR;CALBUCO;LAGOS;131000000133;7776_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Rural;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;127;46;0;Oui;Non;;0;Fonctionne;Avec matrícula;25;18;18;0;0;6;0.2400;-41,819;-73,074692
7775;ESCUELA RURAL PARGUA;CALBUCO;LAGOS;131000000133;7775_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Rural;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;297;100;0;Oui;Non;;0;Fonctionne;Avec matrícula;32;12;12;0;0;10;0.3125;-41,78989;-73,457474
22691;LICEO FRANCISCO HERNANDEZ ORTIZ-PIZARRO;CALBUCO;LAGOS;131000000133;22691_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;495;495;0;Oui;Non;;0;Fonctionne;Avec matrícula;135;129;108;21;0;106;0.7852;-41,76181;-73,156273
7772;LICEO POLITECNICO CALBUCO;CALBUCO;LAGOS;131000000133;7772_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;641;212;397;Oui;Oui;52010|61001|81003;3;Fonctionne;Avec matrícula;180;180;153;27;0;174;0.9667;-41,772789;-73,126694
22211;COLEGIO CAHUALA INSULAR;CASTRO;LAGOS;131000000133;22211_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;MAS DE $100.000;Laïque;;462;134;0;Oui;Non;;0;Fonctionne;Avec matrícula;33;1;0;1;0;14;0.4242;-42,432861;-73,765411
22155;COLEGIO CARPE DIEM;CASTRO;LAGOS;131000000133;22155_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;MAS DE $100.000;Laïque;;471;139;0;Oui;Non;;0;Fonctionne;Avec matrícula;35;2;0;2;0;27;0.7714;-42,450859;-73,777763
22065;COLEGIO SAN FRANCISCO DE ASIS;CASTRO;LAGOS;131000000133;22065_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Catholique;;1268;408;0;Oui;Non;;0;Fonctionne;Avec matrícula;105;13;13;0;0;60;0.5714;-42,484379;-73,792427
22372;COMPLEJO EDUCACIONAL SAN CRESCENTE;CASTRO;LAGOS;131000000133;22372_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Rural;Avec PIE;Sans PACE;Gratuit;MAS DE $100.000;Autre;LAICO RESPETUOSO DE LA DIVERSIDAD;456;135;0;Oui;Non;;0;Fonctionne;Avec matrícula;33;3;3;0;0;57;1.7273;-42,442402;-73,772667
8005;LICEO AYTUE;CASTRO;LAGOS;131000000133;8005_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;688;125;49;Oui;Oui;58033;1;Fonctionne;Avec matrícula;70;42;42;0;0;11;0.1571;-42,471729;-73,775909
22535;LICEO BILINGUE TERESA DE LOS ANDES;CASTRO;LAGOS;131000000133;22535_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Catholique;;372;97;0;Oui;Non;;0;Fonctionne;Avec matrícula;56;34;34;0;0;8;0.1429;-42,481781;-73,782471
22504;LICEO FRANCISCO COLOANE;CASTRO;LAGOS;131000000133;22504_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;291;235;0;Oui;Non;;0;Fonctionne;Avec matrícula;105;80;79;1;0;19;0.1810;-42,465179;-73,784348
8002;LICEO GALVARINO RIVEROS CARDENAS;CASTRO;LAGOS;131000000133;8002_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;1086;870;0;Oui;Non;;0;Fonctionne;Avec matrícula;216;92;92;0;0;240;1.1111;-42,48428;-73,763977
8001;LICEO POLITECNICO DE CASTRO;CASTRO;LAGOS;131000000133;8001_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Autre;LAICA Y PLURALISTA;1242;0;1242;Non;Oui;41002|41005|51009|52010|52013|53014|61003|63011|64008;9;Fonctionne;Avec matrícula;342;306;254;52;0;359;1.0497;-42,480202;-73,768593
40457;LICEO TECNICO PROFESIONAL PABLO NERUDA;CASTRO;LAGOS;131000000133;40457_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;75;34;41;Oui;Oui;58035|64001;2;Fonctionne;Avec matrícula;90;89;75;14;0;4;0.0444;-42,4828;-73,773521
22083;COLEGIO ALMIRANTE JUAN JOSE LATORRE;CHAITÉN;LAGOS;131000000131;22083_131000000131;1º medio — Général H-C — Mixte — jornada mañana;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Mañana;Mixte;Municipal DAEM;Municipal;Rural;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;462;147;0;Oui;Non;;0;Fonctionne;Avec matrícula;45;2;2;0;0;1;0.0222;-42,917381;-72,709023
8309;LICEO PENINSULAR AYACARA;CHAITÉN;LAGOS;131000000133;8309_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Rural;Avec PIE;Avec PACE;Gratuit;Gratuit;Autre;LAICO;163;80;0;Oui;Non;;0;Fonctionne;Avec matrícula;29;13;13;0;0;5;0.1724;-42,308399;-72,786972
12192;INSTITUTO DEL MAR BICENTENARIO CAPITAN WILLIAMS;CHONCHI;LAGOS;131000000133;12192_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Catholique;;534;0;513;Non;Oui;53014|61001|64008|81003|81005;5;Fonctionne;Avec matrícula;180;164;148;16;0;58;0.3222;-42,618481;-73,774643
8206;LICEO BICENTENARIO MANUEL JESUS ANDRADE BORQUEZ;CHONCHI;LAGOS;131000000133;8206_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Catholique;;981;278;104;Oui;Oui;41005|52010;2;Fonctionne;Avec matrícula;105;46;46;0;0;52;0.4952;-42,622471;-73,778099
7753;ESCUELA BASICA FRONTERIZA JUAN SOLER MANFREDINI;COCHAMÓ;LAGOS;131000000133;7753_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Rural;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;178;70;19;Oui;Oui;81003;1;Fonctionne;Avec matrícula;20;8;8;0;0;3;0.1500;-41,493;-72,307114
7760;ESCUELA RURAL RIO PUELO;COCHAMÓ;LAGOS;131000000133;7760_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Rural;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;276;76;0;Oui;Non;;0;Fonctionne;Avec matrícula;45;26;26;0;0;3;0.0667;-41,662731;-72,295311
8162;LICEO ALFREDO DEL CARMEN BARRIA OYARZUN;CURACO DE VÉLEZ;LAGOS;131000000133;8162_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Autre;LAICA;415;209;53;Oui;Oui;64008;1;Fonctionne;Avec matrícula;80;33;33;0;0;21;0.2625;-42,435261;-73,600677
22464;LICEO BICENTENARIO DE EXCELENCIA DE DALCAHUE;DALCAHUE;LAGOS;131000000133;22464_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Catholique;;448;278;135;Oui;Oui;41005|52009;2;Fonctionne;Avec matrícula;135;135;114;21;0;58;0.4296;-42,373409;-73,653458
7942;COLEGIO PURISIMO CORAZON DE MARIA;FRESIA;LAGOS;131000000133;7942_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Catholique;;889;277;0;Oui;Non;;0;Fonctionne;Avec matrícula;74;10;10;0;0;24;0.3243;-41,154072;-73,423401
7941;LICEO CARLOS IBAÑEZ DEL CAMPO;FRESIA;LAGOS;131000000133;7941_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;433;260;173;Oui;Oui;41005|64001|72007;3;Fonctionne;Avec matrícula;140;140;119;21;0;100;0.7143;-41,153351;-73,416786
7989;COLEGIO PARTICULAR N. 244 `MADRE DE DIOS`;FRUTILLAR;LAGOS;131000000133;7989_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Catholique;;571;167;0;Oui;Non;;0;Fonctionne;Avec matrícula;44;10;10;0;0;88;2.0000;-41,127102;-73,057404
22022;LICEO IGNACIO CARRERA PINTO;FRUTILLAR;LAGOS;131000000133;22022_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;503;315;116;Oui;Oui;41005|61003;2;Fonctionne;Avec matrícula;120;111;93;18;0;92;0.7667;-41,12944;-73,060463
7973;LICEO INDUSTRIAL CHILENO-ALEMAN;FRUTILLAR;LAGOS;131000000133;7973_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;581;0;581;Non;Oui;52009|52010|52013|53014;4;Fonctionne;Avec matrícula;170;134;108;26;0;148;0.8706;-41,13213;-73,03257
8331;LICEO BICENTENARIO FUTALEUFU;FUTALEUFÚ;LAGOS;131000000133;8331_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Rural;Avec PIE;Avec PACE;Gratuit;Gratuit;Autre;LAICA;465;158;0;Oui;Non;;0;Fonctionne;Avec matrícula;80;33;33;0;0;3;0.0375;-43,184151;-71,870277
8310;COLEGIO MAURICIO HITCHCOCK;HUALAIHUÉ;LAGOS;131000000133;8310_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Rural;Avec PIE;Avec PACE;Gratuit;Gratuit;Catholique;;338;131;0;Oui;Non;;0;Fonctionne;Avec matrícula;45;27;27;0;0;8;0.1778;-41,800591;-72,715927
22641;COLEGIO SAGRADA FAMILIA;HUALAIHUÉ;LAGOS;131000000133;22641_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Catholique;;418;116;0;Oui;Non;;0;Fonctionne;Avec matrícula;32;3;3;0;0;6;0.1875;-41,963879;-72,470238
22027;LICEO HORNOPIREN;HUALAIHUÉ;LAGOS;131000000133;22027_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Rural;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;340;106;234;Oui;Oui;61001|63009|81003;3;Fonctionne;Avec matrícula;120;114;96;18;0;68;0.5667;-41,967548;-72,469223
7959;ESCUELA BASICA GABRIELA MISTRAL;LLANQUIHUE;LAGOS;131000000133;7959_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Autre;CATÓLICA Y EVANGÉLICA;519;76;0;Oui;Non;;0;Fonctionne;Avec matrícula;80;46;46;0;0;25;0.3125;-41,268581;-72,996933
7956;LICEO BICENTENARIO POLITECNICO HOLANDA;LLANQUIHUE;LAGOS;131000000133;7956_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;387;252;135;Oui;Oui;41005|61001|64001;3;Fonctionne;Avec matrícula;135;120;99;21;0;45;0.3333;-41,2691;-72,997993
22602;SAINT PAUL COLLEGE;LLANQUIHUE;LAGOS;131000000133;22602_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;Gratuit;Laïque;;415;126;0;Oui;Non;;0;Fonctionne;Avec matrícula;31;9;9;0;0;51;1.6452;-41,253281;-73,004997
7872;COLEGIO BICENTENARIO DE DIFUSION ARTISTICA LOS ULMOS;LOS MUERMOS;LAGOS;131000000133;7872_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;379;124;0;Oui;Non;;0;Fonctionne;Avec matrícula;45;22;22;0;0;17;0.3778;-41,391781;-73,457581
22309;COLEGIO INGLÉS MABEL CONDEMARÍN;LOS MUERMOS;LAGOS;131000000133;22309_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Rural;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;717;264;0;Oui;Non;;0;Fonctionne;Avec matrícula;72;6;6;0;0;30;0.4167;-41,397072;-73,459396
7907;COLEGIO RAMON ANGEL JARA;LOS MUERMOS;LAGOS;131000000133;7907_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Catholique;;1010;381;0;Oui;Non;;0;Fonctionne;Avec matrícula;76;4;4;0;0;17;0.2237;-41,393391;-73,46624
