rbd;program_code;lat;lon;total_capacity;total_admission_seats;integration_student_seats;priority_student_seats;high_selectivity_seats_transitional;high_selectivity_seats_ranking;regular_seats;true_applicants_last_year;calibration_2024_imputed;calibration_2024_imputation_method;program_lottery_population_2024;priority_share_priority_sibling_2024;cum_share_before_priority_sibling_2024;cum_share_through_priority_sibling_2024;priority_share_priority_student_2024;cum_share_before_priority_student_2024;cum_share_through_priority_student_2024;priority_share_priority_parent_civil_servant_2024;cum_share_before_priority_parent_civil_servant_2024;cum_share_through_priority_parent_civil_servant_2024;priority_share_priority_ex_student_2024;cum_share_before_priority_ex_student_2024;cum_share_through_priority_ex_student_2024;priority_share_no_priority_2024;cum_share_before_no_priority_2024;cum_share_through_no_priority_2024
2935;131000000133;-35,42303;-71,65702;320;242;0;0;0;0;242;662;FALSE;observed_2024_program_match;1235;0.0267206478;0;0.0267206478;0.0291497976;0.0267206478;0.0558704453;0;0.0558704453;0.0558704453;0.0008097166;0.0558704453;0.0566801619;0.9433198381;0.0566801619;1
2937;131000000133;-35,42071;-71,66768;270;254;0;41;0;0;213;175;FALSE;observed_2024_program_match;443;0.0428893905;0;0.0428893905;0.085778781;0.0428893905;0.1286681716;0;0.1286681716;0.1286681716;0;0.1286681716;0.1286681716;0.8713318284;0.1286681716;1
2938;131000000133;-35,42291;-71,66663;351;327;0;53;0;0;274;157;FALSE;observed_2024_program_match;475;0.0589473684;0;0.0589473684;0.1031578947;0.0589473684;0.1621052632;0;0.1621052632;0.1621052632;0;0.1621052632;0.1621052632;0.8378947368;0.1621052632;1
2939;131000000133;-35,42113;-71,67056;200;193;0;30;0;0;163;76;FALSE;observed_2024_program_match;230;0.052173913;0;0.052173913;0.1217391304;0.052173913;0.1739130435;0;0.1739130435;0.1739130435;0;0.1739130435;0.1739130435;0.8260869565;0.1739130435;1
2940;131000000133;-35,43575;-71,64587;80;58;0;0;0;0;58;17;FALSE;observed_2024_program_match;78;0.0256410256;0;0.0256410256;0.1025641026;0.0256410256;0.1282051282;0;0.1282051282;0.1282051282;0;0.1282051282;0.1282051282;0.8717948718;0.1282051282;1
2943;131000000133;-35,4308972;-71,64000742;41;41;0;7;0;0;34;15;FALSE;observed_2024_program_match;55;0.0181818182;0;0.0181818182;0.1090909091;0.0181818182;0.1272727273;0;0.1272727273;0.1272727273;0;0.1272727273;0.1272727273;0.8727272727;0.1272727273;1
2973;131000000133;-35,42184;-71,65868;400;242;0;0;0;72;170;718;TRUE;"mapped_1_to_1_from_2024_source_programs:131000000132;population_and_priority_distribution_mapped";1245;0.029718875502;0;0.029718875502;0.0289156626506;0.029718875502;0.0586345381526;0.000803212851406;0.0586345381526;0.059437751004;0;0.059437751004;0.059437751004;0.940562248996;0.059437751004;1
2979;131000000133;-35,47354;-71,55824;41;25;0;0;0;0;25;44;FALSE;observed_2024_program_match;105;0.0095238095;0;0.0095238095;0.0285714286;0.0095238095;0.0380952381;0;0.0380952381;0.0380952381;0.0285714286;0.0380952381;0.0666666667;0.9333333333;0.0666666667;1
2990;131000000133;-35,43649;-71,65643;75;9;0;0;0;0;9;45;FALSE;observed_2024_program_match;92;0.0326086957;0;0.0326086957;0.0108695652;0.0326086957;0.0434782609;0;0.0434782609;0.0434782609;0.0326086957;0.0434782609;0.0760869565;0.9239130435;0.0760869565;1
2991;131000000133;-35,43111;-71,64578;72;4;0;0;0;0;4;450;FALSE;observed_2024_program_match;843;0.0011862396;0;0.0011862396;0;0.0011862396;0.0011862396;0;0.0011862396;0.0011862396;0.0011862396;0.0011862396;0.0023724792;0.9976275208;0.0023724792;1
2992;131000000133;-35,42406;-71,67294;105;2;0;0;0;0;2;189;FALSE;observed_2024_program_match;292;0.0102739726;0;0.0102739726;0;0.0102739726;0.0102739726;0;0.0102739726;0.0102739726;0.0034246575;0.0102739726;0.0136986301;0.9863013699;0.0136986301;1
2995;131000000131;-35,43006;-71,66308;135;3;0;0;0;0;3;331;FALSE;observed_2024_program_match;612;0.0065359477;0;0.0065359477;0;0.0065359477;0.0065359477;0;0.0065359477;0.0065359477;0.0179738562;0.0065359477;0.0245098039;0.9754901961;0.0245098039;1
2997;131000000133;-35,41238;-71,65733;140;37;0;0;0;0;37;78;FALSE;observed_2024_program_match;203;0.0738916256;0;0.0738916256;0.0246305419;0.0738916256;0.0985221675;0;0.0985221675;0.0985221675;0.0295566502;0.0985221675;0.1280788177;0.8719211823;0.1280788177;1
3003;131000000131;-35,43134;-71,66472;45;42;0;7;0;0;35;11;FALSE;observed_2024_program_match;41;0.0243902439;0;0.0243902439;0.1463414634;0.0243902439;0.1707317073;0;0.1707317073;0.1707317073;0;0.1707317073;0.1707317073;0.8292682927;0.1707317073;1
3005;131000000113;-35,42884;-71,66125;90;8;0;0;0;0;8;189;FALSE;observed_2024_program_match;331;0.0120845921;0;0.0120845921;0.003021148;0.0120845921;0.0151057402;0;0.0151057402;0.0151057402;0.0120845921;0.0151057402;0.0271903323;0.9728096677;0.0271903323;1
3006;131000000123;-35,42855;-71,66071;225;193;0;13;0;0;180;445;FALSE;observed_2024_program_match;691;0.0289435601;0;0.0289435601;0.0405209841;0.0289435601;0.0694645441;0.001447178;0.0694645441;0.0709117221;0.00723589;0.0709117221;0.0781476122;0.9218523878;0.0781476122;1
3006;131000000223;-35,41935;-71,64957;84;33;0;0;0;0;33;119;FALSE;observed_2024_program_match;246;0.0609756098;0;0.0609756098;0.0162601626;0.0609756098;0.0772357724;0.0040650407;0.0772357724;0.081300813;0.0162601626;0.081300813;0.0975609756;0.9024390244;0.0975609756;1
3010;131000000132;-35,428866;-71,668272;27;3;0;0;0;0;3;21;FALSE;observed_2024_program_match;57;0.0350877193;0;0.0350877193;0;0.0350877193;0.0350877193;0;0.0350877193;0.0350877193;0.0350877193;0.0350877193;0.0701754386;0.9298245614;0.0701754386;1
3013;131000000131;-35,42911;-71,66306;100;21;0;0;0;0;21;140;FALSE;observed_2024_program_match;295;0.0372881356;0;0.0372881356;0.0101694915;0.0372881356;0.0474576271;0;0.0474576271;0.0474576271;0.0101694915;0.0474576271;0.0576271186;0.9423728814;0.0576271186;1
3016;131000000133;-35,38558;-71,44041;90;49;0;0;0;0;49;22;FALSE;observed_2024_program_match;36;0.1388888889;0;0.1388888889;0.1944444444;0.1388888889;0.3333333333;0;0.3333333333;0.3333333333;0.0833333333;0.3333333333;0.4166666667;0.5833333333;0.4166666667;1
3033;131000000133;-35,28341;-71,255004;80;41;0;0;0;0;41;12;FALSE;observed_2024_program_match;37;0.0540540541;0;0.0540540541;0.1621621622;0.0540540541;0.2162162162;0;0.2162162162;0.2162162162;0.1351351351;0.2162162162;0.3513513514;0.6486486486;0.3513513514;1
3055;131000000133;-35,53786;-71,48488;180;180;0;27;0;0;153;127;FALSE;observed_2024_program_match;176;0.1477272727;0;0.1477272727;0.1534090909;0.1477272727;0.3011363636;0;0.3011363636;0.3011363636;0;0.3011363636;0.3011363636;0.6988636364;0.3011363636;1
3059;131000000133;-35,53438;-71,41585;32;7;0;0;0;0;7;56;FALSE;observed_2024_program_match;155;0.0322580645;0;0.0322580645;0.0064516129;0.0322580645;0.0387096774;0;0.0387096774;0.0387096774;0.0129032258;0.0387096774;0.0516129032;0.9483870968;0.0516129032;1
3108;131000000133;-35,53746;-71,48263;45;0;0;0;0;0;0;116;FALSE;observed_2024_program_match;223;0.0313901345;0;0.0313901345;0;0.0313901345;0.0313901345;0;0.0313901345;0.0313901345;0.0134529148;0.0313901345;0.0448430493;0.9551569507;0.0448430493;1
3110;131000000133;-35,5246;-71,69308;60;22;0;0;0;0;22;12;FALSE;observed_2024_program_match;44;0.0227272727;0;0.0227272727;0.0681818182;0.0227272727;0.0909090909;0;0.0909090909;0.0909090909;0.0681818182;0.0909090909;0.1590909091;0.8409090909;0.1590909091;1
3126;131000000133;-35,46714;-71,73203;86;73;0;13;0;0;60;75;FALSE;observed_2024_program_match;126;0.0476190476;0;0.0476190476;0.0793650794;0.0476190476;0.126984127;0;0.126984127;0.126984127;0;0.126984127;0.126984127;0.873015873;0.126984127;1
3127;131000000133;-35,55349;-71,59445;90;71;0;14;0;0;57;212;FALSE;observed_2024_program_match;314;0.0286624204;0;0.0286624204;0.0318471338;0.0286624204;0.0605095541;0;0.0605095541;0.0605095541;0;0.0605095541;0.0605095541;0.9394904459;0.0605095541;1
3128;131000000233;-35,59116;-72,27697;80;37;0;0;0;0;37;19;FALSE;observed_2024_program_match;25;0.08;0;0.08;0.2;0.08;0.28;0.04;0.28;0.32;0.2;0.32;0.52;0.48;0.52;1
3138;131000000233;-35,3987712;-71,79796765;60;42;0;0;0;0;42;12;FALSE;observed_2024_program_match;55;0.0181818182;0;0.0181818182;0.1090909091;0.0181818182;0.1272727273;0;0.1272727273;0.1272727273;0.0363636364;0.1272727273;0.1636363636;0.8363636364;0.1636363636;1
3163;131000000133;-35,330453;-72,406798;210;195;0;32;0;0;163;140;FALSE;observed_2024_program_match;247;0.0890688259;0;0.0890688259;0.1174089069;0.0890688259;0.2064777328;0;0.2064777328;0.2064777328;0;0.2064777328;0.2064777328;0.7935222672;0.2064777328;1
3165;131000000133;-35,32978;-72,41204;143;115;0;22;0;0;93;171;FALSE;observed_2024_program_match;328;0.0823170732;0;0.0823170732;0.0518292683;0.0823170732;0.1341463415;0.0030487805;0.1341463415;0.137195122;0;0.137195122;0.137195122;0.862804878;0.137195122;1
3172;131000000133;-35,21234;-72,28669;70;45;0;0;0;0;45;12;FALSE;observed_2024_program_match;42;0.0238095238;0;0.0238095238;0.1428571429;0.0238095238;0.1666666667;0;0.1666666667;0.1666666667;0.0476190476;0.1666666667;0.2142857143;0.7857142857;0.2142857143;1
3173;131000000133;-35,45432;-72,27388;60;12;0;0;0;0;12;18;FALSE;observed_2024_program_match;50;0.08;0;0.08;0.02;0.08;0.1;0;0.1;0.1;0.02;0.1;0.12;0.88;0.12;1
3202;131000000133;-35,331292;-72,413073;120;23;0;0;0;0;23;178;FALSE;observed_2024_program_match;350;0.0514285714;0;0.0514285714;0.0085714286;0.0514285714;0.06;0.0028571429;0.06;0.0628571429;0.0114285714;0.0628571429;0.0742857143;0.9257142857;0.0742857143;1
3205;131000000133;-35,091818;-72,017095;100;97;0;15;0;0;82;73;FALSE;observed_2024_program_match;84;0.1785714286;0;0.1785714286;0.1666666667;0.1785714286;0.3452380952;0.0119047619;0.3452380952;0.3571428571;0;0.3571428571;0.3571428571;0.6428571429;0.3571428571;1
3247;131000000133;-35,85057;-71,59548;330;229;0;0;0;0;229;516;FALSE;observed_2024_program_match;944;0.030720339;0;0.030720339;0.0360169492;0.030720339;0.0667372881;0;0.0667372881;0.0667372881;0.0021186441;0.0667372881;0.0688559322;0.9311440678;0.0688559322;1
3248;131000000133;-35,84509;-71,59891;407;389;0;62;0;0;327;345;FALSE;observed_2024_program_match;760;0.0447368421;0;0.0447368421;0.0763157895;0.0447368421;0.1210526316;0;0.1210526316;0.1210526316;0;0.1210526316;0.1210526316;0.8789473684;0.1210526316;1
3250;131000000133;-35,85747086;-71,58048856;38;25;0;2;0;0;23;4;FALSE;observed_2024_program_match;30;0;0;0;0.1;0;0.1;0;0.1;0.1;0;0.1;0.1;0.9;0.1;1
3252;131000000133;-35,84982;-71,58901;251;221;0;17;0;0;204;323;FALSE;observed_2024_program_match;759;0.0500658762;0;0.0500658762;0.0434782609;0.0500658762;0.093544137;0.0026350461;0.093544137;0.0961791831;0;0.0961791831;0.0961791831;0.9038208169;0.0961791831;1
3290;131000000133;-35,8446;-71,5984;100;50;0;0;0;0;50;420;FALSE;observed_2024_program_match;752;0.0332446809;0;0.0332446809;0.0093085106;0.0332446809;0.0425531915;0;0.0425531915;0.0425531915;0.0026595745;0.0425531915;0.045212766;0.954787234;0.045212766;1
3296;131000000133;-35,8519586;-71,5816221;225;118;0;0;0;0;118;413;FALSE;observed_2024_program_match;786;0.0318066158;0;0.0318066158;0.0216284987;0.0318066158;0.0534351145;0.0012722646;0.0534351145;0.0547073791;0.0076335878;0.0547073791;0.0623409669;0.9376590331;0.0623409669;1
3298;131000000133;-35,85154;-71,59329;90;0;0;0;0;0;0;159;FALSE;observed_2024_program_match;278;0.0251798561;0;0.0251798561;0;0.0251798561;0.0251798561;0.0035971223;0.0251798561;0.0287769784;0.0215827338;0.0287769784;0.0503597122;0.9496402878;0.0503597122;1
3300;131000000133;-35,84612;-71,5956;90;5;0;0;0;0;5;152;FALSE;observed_2024_program_match;243;0.0288065844;0;0.0288065844;0;0.0288065844;0.0288065844;0;0.0288065844;0.0288065844;0.0082304527;0.0288065844;0.037037037;0.962962963;0.037037037;1
3302;131000000113;-35,84524;-71,5941;90;32;0;0;0;0;32;73;FALSE;observed_2024_program_match;125;0;0;0;0.032;0;0.032;0;0.032;0.032;0.016;0.032;0.048;0.952;0.048;1
3303;131000000232;-35,84833;-71,59918;73;11;0;0;0;0;11;142;FALSE;observed_2024_program_match;271;0.0221402214;0;0.0221402214;0.0036900369;0.0221402214;0.0258302583;0.0036900369;0.0258302583;0.0295202952;0.0110701107;0.0295202952;0.0405904059;0.9594095941;0.0405904059;1
3304;131000000133;-35,84998;-71,59932;80;8;0;0;0;0;8;184;FALSE;observed_2024_program_match;400;0.0375;0;0.0375;0.0025;0.0375;0.04;0.0025;0.04;0.0425;0.0225;0.0425;0.065;0.935;0.065;1
3305;131000000133;-35,839127;-71,597933;288;263;0;44;0;0;219;104;FALSE;observed_2024_program_match;294;0.0884353741;0;0.0884353741;0.1326530612;0.0884353741;0.2210884354;0.0034013605;0.2210884354;0.2244897959;0;0.2244897959;0.2244897959;0.7755102041;0.2244897959;1
3308;131000000133;-35,85708;-71,60383;80;13;0;0;0;0;13;68;FALSE;observed_2024_program_match;100;0.01;0;0.01;0.01;0.01;0.02;0;0.02;0.02;0.01;0.02;0.03;0.97;0.03;1
3311;131000000133;-35,84071;-71,61441;45;3;0;0;0;0;3;109;FALSE;observed_2024_program_match;177;0.011299435;0;0.011299435;0;0.011299435;0.011299435;0;0.011299435;0.011299435;0.011299435;0.011299435;0.0225988701;0.9774011299;0.0225988701;1
3313;131000000133;-35,74913;-71,58562;70;47;0;0;0;0;47;7;FALSE;observed_2024_program_match;41;0;0;0;0.1707317073;0;0.1707317073;0;0.1707317073;0.1707317073;0.0487804878;0.1707317073;0.2195121951;0.7804878049;0.2195121951;1
3317;131000000133;-35,61744;-71,54118;35;7;0;0;0;0;7;11;FALSE;observed_2024_program_match;24;0.0833333333;0;0.0833333333;0.0416666667;0.0833333333;0.125;0;0.125;0.125;0.0833333333;0.125;0.2083333333;0.7916666667;0.2083333333;1
3327;151053014133;-35,74394;-71,57474;45;40;0;7;0;0;33;32;FALSE;observed_2024_program_match;67;0.0149253731;0;0.0149253731;0.0895522388;0.0149253731;0.1044776119;0;0.1044776119;0.1044776119;0;0.1044776119;0.1044776119;0.8955223881;0.1044776119;1
3327;171072007133;-35,74394;-71,57474;90;80;0;14;0;0;66;77;FALSE;observed_2024_program_match;120;0.0166666667;0;0.0166666667;0.1;0.0166666667;0.1166666667;0.0083333333;0.1166666667;0.125;0;0.125;0.125;0.875;0.125;1
3328;131000000133;-35,70278;-71,40095;200;175;0;30;0;0;145;147;FALSE;observed_2024_program_match;178;0.1853932584;0;0.1853932584;0.1460674157;0.1853932584;0.3314606742;0;0.3314606742;0.3314606742;0;0.3314606742;0.3314606742;0.6685393258;0.3314606742;1
3348;131000000133;-35,96901;-71,687805;160;149;0;24;0;0;125;62;FALSE;observed_2024_program_match;92;0.1413043478;0;0.1413043478;0.2391304348;0.1413043478;0.3804347826;0;0.3804347826;0.3804347826;0;0.3804347826;0.3804347826;0.6195652174;0.3804347826;1
3359;131000000133;-36,15035;-71,58156;30;16;0;0;0;0;16;15;FALSE;observed_2024_program_match;29;0.0344827586;0;0.0344827586;0.0689655172;0.0344827586;0.1034482759;0;0.1034482759;0.1034482759;0;0.1034482759;0.1034482759;0.8965517241;0.1034482759;1
3387;131000000133;-36,14169;-71,82122;200;171;0;9;0;0;162;193;FALSE;observed_2024_program_match;231;0.1515151515;0;0.1515151515;0.1082251082;0.1515151515;0.2597402597;0.0043290043;0.2597402597;0.2640692641;0.0086580087;0.2640692641;0.2727272727;0.7272727273;0.2727272727;1
3393;131000000133;-36,14403;-71,83711;43;20;0;0;0;0;20;2;FALSE;observed_2024_program_match;28;0.0357142857;0;0.0357142857;0.1071428571;0.0357142857;0.1428571429;0;0.1428571429;0.1428571429;0.0357142857;0.1428571429;0.1785714286;0.8214285714;0.1785714286;1
3400;131000000133;-36,29127;-71,65125;35;8;0;0;0;0;8;7;FALSE;observed_2024_program_match;15;0.0666666667;0;0.0666666667;0.0666666667;0.0666666667;0.1333333333;0;0.1333333333;0.1333333333;0;0.1333333333;0.1333333333;0.8666666667;0.1333333333;1
3430;131000000133;-36,13262;-71,82239;40;3;0;0;0;0;3;145;FALSE;observed_2024_program_match;236;0.0381355932;0;0.0381355932;0;0.0381355932;0.0381355932;0;0.0381355932;0.0381355932;0.0084745763;0.0381355932;0.0466101695;0.9533898305;0.0466101695;1
3431;131000000133;-36,13745;-71,82582;70;4;0;0;0;0;4;145;FALSE;observed_2024_program_match;233;0.025751073;0;0.025751073;0;0.025751073;0.025751073;0.0042918455;0.025751073;0.0300429185;0;0.0300429185;0.0300429185;0.9699570815;0.0300429185;1
3432;131000000133;-36,14448;-71,82551;77;2;0;0;0;0;2;148;FALSE;observed_2024_program_match;255;0.0509803922;0;0.0509803922;0;0.0509803922;0.0509803922;0;0.0509803922;0.0509803922;0.0117647059;0.0509803922;0.062745098;0.937254902;0.062745098;1
3433;131000000133;-36,16237;-71,83277;60;0;0;0;0;0;0;54;FALSE;observed_2024_program_match;68;0.0294117647;0;0.0294117647;0;0.0294117647;0.0294117647;0.0294117647;0.0294117647;0.0588235294;0.0147058824;0.0588235294;0.0735294118;0.9264705882;0.0735294118;1
3434;131000000133;-36,0548;-71,76375;228;185;0;6;0;0;179;174;FALSE;observed_2024_program_match;221;0.1357466063;0;0.1357466063;0.1221719457;0.1357466063;0.257918552;0.0090497738;0.257918552;0.2669683258;0;0.2669683258;0.2669683258;0.7330316742;0.2669683258;1
3442;131000000133;-36,15943;-71,73888;44;24;0;0;0;0;24;10;FALSE;observed_2024_program_match;35;0.0571428571;0;0.0571428571;0.0857142857;0.0571428571;0.1428571429;0;0.1428571429;0.1428571429;0.0285714286;0.1428571429;0.1714285714;0.8285714286;0.1714285714;1
3443;131000000133;-36,21185;-71,60596;30;2;0;0;0;0;2;5;FALSE;observed_2024_program_match;14;0;0;0;0;0;0;0;0;0;0.0714285714;0;0.0714285714;0.9285714286;0.0714285714;1
3460;131000000133;-36,212566;-71,603887;70;36;0;0;0;0;36;55;FALSE;observed_2024_program_match;80;0.05;0;0.05;0.0625;0.05;0.1125;0.025;0.1125;0.1375;0.0125;0.1375;0.15;0.85;0.15;1
3461;131000000133;-35,68774;-71,72651;80;80;0;12;0;0;68;25;FALSE;observed_2024_program_match;45;0.1111111111;0;0.1111111111;0.2666666667;0.1111111111;0.3777777778;0;0.3777777778;0.3777777778;0;0.3777777778;0.3777777778;0.6222222222;0.3777777778;1
3478;131000000133;-35,64892;-71,74788;80;70;0;12;0;0;58;29;FALSE;observed_2024_program_match;62;0.0483870968;0;0.0483870968;0.1612903226;0.0483870968;0.2096774194;0;0.2096774194;0.2096774194;0;0.2096774194;0.2096774194;0.7903225806;0.2096774194;1
3479;131000000133;-35,59736;-71,72331;434;399;0;66;0;0;333;414;FALSE;observed_2024_program_match;501;0.1616766467;0;0.1616766467;0.1177644711;0.1616766467;0.2794411178;0;0.2794411178;0.2794411178;0;0.2794411178;0.2794411178;0.7205588822;0.2794411178;1
3480;131000000133;-35,59487;-71,73546;70;51;0;0;0;0;51;70;TRUE;"fallback_proxy_no_2024_program_mapping_available;population_kept_from_existing_proxy";70;0.04172820011;0;0.04172820011;0.05796544547;0.04172820011;0.09969364558;0.001745585951;0.09969364558;0.1014392315;0.01888050587;0.1014392315;0.1203197374;0.8796802626;0.1203197374;1
3530;131000000133;-35,59381;-71,73729;90;7;0;0;0;0;7;124;FALSE;observed_2024_program_match;298;0.0201342282;0;0.0201342282;0.0033557047;0.0201342282;0.0234899329;0.0033557047;0.0234899329;0.0268456376;0.0268456376;0.0268456376;0.0536912752;0.9463087248;0.0536912752;1
3531;131000000133;-35,59644;-71,72695;88;5;0;0;0;0;5;43;FALSE;observed_2024_program_match;61;0.0327868852;0;0.0327868852;0;0.0327868852;0.0327868852;0;0.0327868852;0.0327868852;0;0.0327868852;0.0327868852;0.9672131148;0.0327868852;1
3532;131000000133;-35,597416;-71,723248;40;3;0;0;0;0;3;87;FALSE;observed_2024_program_match;170;0.0176470588;0;0.0176470588;0;0.0176470588;0.0176470588;0;0.0176470588;0.0176470588;0.0117647059;0.0176470588;0.0294117647;0.9705882353;0.0294117647;1
3533;131000000133;-35,598612;-71,736027;90;6;0;0;0;0;6;104;FALSE;observed_2024_program_match;299;0.0334448161;0;0.0334448161;0;0.0334448161;0.0334448161;0;0.0334448161;0.0334448161;0.016722408;0.0334448161;0.0501672241;0.9498327759;0.0501672241;1
3538;131000000133;-35,96948;-72,31456;124;34;0;0;0;0;34;24;FALSE;observed_2024_program_match;146;0.0547945205;0;0.0547945205;0.0342465753;0.0547945205;0.0890410959;0;0.0890410959;0.0890410959;0.0410958904;0.0890410959;0.1301369863;0.8698630137;0.1301369863;1
3539;131000000133;-35,96645;-72,31609;190;119;0;0;0;0;119;116;FALSE;observed_2024_program_match;246;0.0609756098;0;0.0609756098;0.0691056911;0.0609756098;0.1300813008;0;0.1300813008;0.1300813008;0;0.1300813008;0.1300813008;0.8699186992;0.1300813008;1
3540;131000000133;-35,96501;-72,32103;150;145;0;23;0;0;122;108;FALSE;observed_2024_program_match;151;0.1589403974;0;0.1589403974;0.1390728477;0.1589403974;0.298013245;0;0.298013245;0.298013245;0;0.298013245;0.298013245;0.701986755;0.298013245;1
3608;131000000133;-35,96615;-72,31826;80;5;0;0;0;0;5;36;FALSE;observed_2024_program_match;95;0.0210526316;0;0.0210526316;0;0.0210526316;0.0210526316;0;0.0210526316;0.0210526316;0.0421052632;0.0210526316;0.0631578947;0.9368421053;0.0631578947;1
3609;131000000133;-35,81236;-72,57346;126;43;0;0;0;0;43;52;FALSE;observed_2024_program_match;70;0.2;0;0.2;0.0857142857;0.2;0.2857142857;0.0142857143;0.2857142857;0.3;0;0.3;0.3;0.7;0.3;1
3618;131000000133;-35,73234;-72,53348;99;93;0;15;0;0;78;80;FALSE;observed_2024_program_match;84;0.1666666667;0;0.1666666667;0.1547619048;0.1666666667;0.3214285714;0;0.3214285714;0.3214285714;0;0.3214285714;0.3214285714;0.6785714286;0.3214285714;1
3638;131000000133;-36,60717;-72,10734;252;220;0;25;0;0;195;107;FALSE;observed_2024_program_match;242;0.0371900826;0;0.0371900826;0.1363636364;0.0371900826;0.173553719;0;0.173553719;0.173553719;0;0.173553719;0.173553719;0.826446281;0.173553719;1
3639;131000000133;-36,60805;-72,10774;80;40;0;0;0;0;40;53;FALSE;observed_2024_program_match;167;0.0119760479;0;0.0119760479;0.0359281437;0.0119760479;0.0479041916;0;0.0479041916;0.0479041916;0.0119760479;0.0479041916;0.0598802395;0.9401197605;0.0598802395;1
3640;131000000131;-36,60413;-72,10954;266;250;0;40;0;0;210;140;FALSE;observed_2024_program_match;301;0.0764119601;0;0.0764119601;0.122923588;0.0764119601;0.1993355482;0;0.1993355482;0.1993355482;0;0.1993355482;0.1993355482;0.8006644518;0.1993355482;1
3641;131000000133;-36,59921;-72,10744;210;206;0;32;0;0;174;92;FALSE;observed_2024_program_match;158;0.0506329114;0;0.0506329114;0.1898734177;0.0506329114;0.2405063291;0;0.2405063291;0.2405063291;0;0.2405063291;0.2405063291;0.7594936709;0.2405063291;1
3642;131000000111;-36,60595;-72,10467;150;141;0;23;0;0;118;54;FALSE;observed_2024_program_match;111;0.0720720721;0;0.0720720721;0.1891891892;0.0720720721;0.2612612613;0;0.2612612613;0.2612612613;0;0.2612612613;0.2612612613;0.7387387387;0.2612612613;1
3643;131000000133;-36,61269;-72,11464;60;58;0;9;0;0;49;9;FALSE;observed_2024_program_match;35;0.0857142857;0;0.0857142857;0.2285714286;0.0857142857;0.3142857143;0;0.3142857143;0.3142857143;0;0.3142857143;0.3142857143;0.6857142857;0.3142857143;1
3656;131000000133;-36,62355;-72,12513;60;41;0;0;0;0;41;10;FALSE;observed_2024_program_match;29;0.0344827586;0;0.0344827586;0.2068965517;0.0344827586;0.2413793103;0;0.2413793103;0.2413793103;0;0.2413793103;0.2413793103;0.7586206897;0.2413793103;1
3657;131000000133;-36,62635;-72,09351;40;15;0;0;0;0;15;3;FALSE;observed_2024_program_match;34;0;0;0;0.0588235294;0;0.0588235294;0;0.0588235294;0.0588235294;0.0294117647;0.0588235294;0.0882352941;0.9117647059;0.0882352941;1
3662;131000000233;-36,606898;-72,127733;60;34;0;0;0;0;34;22;FALSE;observed_2024_program_match;57;0.0350877193;0;0.0350877193;0.0877192982;0.0350877193;0.1228070175;0;0.1228070175;0.1228070175;0.0175438596;0.1228070175;0.1403508772;0.8596491228;0.1403508772;1
3711;131000000113;-36,60793;-72,09727;84;22;0;0;0;0;22;41;FALSE;observed_2024_program_match;82;0.012195122;0;0.012195122;0.0365853659;0.012195122;0.0487804878;0;0.0487804878;0.0487804878;0.0365853659;0.0487804878;0.0853658537;0.9146341463;0.0853658537;1
3713;131000000133;-36,58873;-72,09494;168;7;0;0;0;0;7;81;FALSE;observed_2024_program_match;119;0.0336134454;0;0.0336134454;0.0084033613;0.0336134454;0.0420168067;0.0084033613;0.0420168067;0.0504201681;0.0168067227;0.0504201681;0.0672268908;0.9327731092;0.0672268908;1
3718;131000000133;-36,60431;-72,10452;115;1;0;0;0;0;1;88;FALSE;observed_2024_program_match;133;0;0;0;0;0;0;0.007518797;0;0.007518797;0.015037594;0.007518797;0.022556391;0.977443609;0.022556391;1
3719;131000000133;-36,623686;-72,08669;74;26;0;0;0;0;26;30;FALSE;observed_2024_program_match;73;0.0273972603;0;0.0273972603;0.0410958904;0.0273972603;0.0684931507;0;0.0684931507;0.0684931507;0.0136986301;0.0684931507;0.0821917808;0.9178082192;0.0821917808;1
3723;131000000133;-36,59116;-72,09623;90;47;0;0;0;0;47;23;FALSE;observed_2024_program_match;81;0.012345679;0;0.012345679;0.0864197531;0.012345679;0.0987654321;0;0.0987654321;0.0987654321;0.0617283951;0.0987654321;0.1604938272;0.8395061728;0.1604938272;1
3724;131000000113;-36,61018;-72,10958;40;0;0;0;0;0;0;79;FALSE;observed_2024_program_match;132;0.0151515152;0;0.0151515152;0;0.0151515152;0.0151515152;0;0.0151515152;0.0151515152;0;0.0151515152;0.0151515152;0.9848484848;0.0151515152;1
3724;131000000123;-36,61018;-72,10958;48;3;0;0;0;0;3;83;FALSE;observed_2024_program_match;141;0.0141843972;0;0.0141843972;0;0.0141843972;0.0141843972;0;0.0141843972;0.0141843972;0.0070921986;0.0141843972;0.0212765957;0.9787234043;0.0212765957;1
3728;131000000133;-36,60397;-72,09664;72;5;0;0;0;0;5;153;FALSE;observed_2024_program_match;265;0.0113207547;0;0.0113207547;0;0.0113207547;0.0113207547;0;0.0113207547;0.0113207547;0.0075471698;0.0113207547;0.0188679245;0.9811320755;0.0188679245;1
3730;131000000133;-36,61397;-72,11665;43;3;0;0;0;0;3;37;FALSE;observed_2024_program_match;77;0.0649350649;0;0.0649350649;0;0.0649350649;0.0649350649;0;0.0649350649;0.0649350649;0.0519480519;0.0649350649;0.1168831169;0.8831168831;0.1168831169;1
