rbd;program_code;lat;lon;total_capacity;total_admission_seats;integration_student_seats;priority_student_seats;high_selectivity_seats_transitional;high_selectivity_seats_ranking;regular_seats;true_applicants_last_year;calibration_2024_imputed;calibration_2024_imputation_method;program_lottery_population_2024;priority_share_priority_sibling_2024;cum_share_before_priority_sibling_2024;cum_share_through_priority_sibling_2024;priority_share_priority_student_2024;cum_share_before_priority_student_2024;cum_share_through_priority_student_2024;priority_share_priority_parent_civil_servant_2024;cum_share_before_priority_parent_civil_servant_2024;cum_share_through_priority_parent_civil_servant_2024;priority_share_priority_ex_student_2024;cum_share_before_priority_ex_student_2024;cum_share_through_priority_ex_student_2024;priority_share_no_priority_2024;cum_share_before_no_priority_2024;cum_share_through_no_priority_2024
11591;131000000133;-40,19814;-72,2584569;85;45;0;0;0;0;45;27;FALSE;observed_2024_program_match;72;0.0277777778;0;0.0277777778;0.0833333333;0.0277777778;0.1111111111;0;0.1111111111;0.1111111111;0;0.1111111111;0.1111111111;0.8888888889;0.1111111111;1
11608;131000000133;-45,58097;-72,04253;160;104;0;0;0;0;104;40;FALSE;observed_2024_program_match;92;0.0652173913;0;0.0652173913;0.1630434783;0.0652173913;0.2282608696;0;0.2282608696;0.2282608696;0.0108695652;0.2282608696;0.2391304348;0.7608695652;0.2391304348;1
11678;131000000133;-53,13869;-70,88911;42;7;0;0;0;0;7;80;FALSE;observed_2024_program_match;114;0.0438596491;0;0.0438596491;0.0087719298;0.0438596491;0.0526315789;0;0.0526315789;0.0526315789;0;0.0526315789;0.0526315789;0.9473684211;0.0526315789;1
11680;131000000133;-53,13835;-70,89772;32;0;0;0;0;0;0;160;FALSE;observed_2024_program_match;220;0.0136363636;0;0.0136363636;0;0.0136363636;0.0136363636;0;0.0136363636;0.0136363636;0.0045454545;0.0136363636;0.0181818182;0.9818181818;0.0181818182;1
11706;131000000133;-36,83734;-73,13759;75;38;0;0;0;0;38;90;FALSE;observed_2024_program_match;186;0.0752688172;0;0.0752688172;0.0268817204;0.0752688172;0.1021505376;0;0.1021505376;0.1021505376;0.0430107527;0.1021505376;0.1451612903;0.8548387097;0.1451612903;1
11709;131000000133;-36,82447;-73,07083;38;16;0;0;0;0;16;14;FALSE;observed_2024_program_match;33;0;0;0;0.0606060606;0;0.0606060606;0;0.0606060606;0.0606060606;0.0606060606;0.0606060606;0.1212121212;0.8787878788;0.1212121212;1
11712;131000000133;-37,62565;-73,46585;89;1;0;0;0;0;1;21;FALSE;observed_2024_program_match;76;0;0;0;0;0;0;0.0131578947;0;0.0131578947;0.1052631579;0.0131578947;0.1184210526;0.8815789474;0.1184210526;1
11716;131000000133;-37,48416;-72,34916;43;21;0;0;0;0;21;15;FALSE;observed_2024_program_match;39;0.0256410256;0;0.0256410256;0.0769230769;0.0256410256;0.1025641026;0;0.1025641026;0.1025641026;0.0512820513;0.1025641026;0.1538461538;0.8461538462;0.1538461538;1
11805;131000000133;-33,61292;-70,63783;45;18;0;0;0;0;18;17;FALSE;observed_2024_program_match;38;0.0263157895;0;0.0263157895;0.0526315789;0.0263157895;0.0789473684;0;0.0789473684;0.0789473684;0.0526315789;0.0789473684;0.1315789474;0.8684210526;0.1315789474;1
11812;131000000133;-33,507624;-70,650813;127;35;0;0;0;0;35;194;FALSE;observed_2024_program_match;420;0.0166666667;0;0.0166666667;0.0119047619;0.0166666667;0.0285714286;0;0.0285714286;0.0285714286;0.0119047619;0.0285714286;0.0404761905;0.9595238095;0.0404761905;1
11818;131000000133;-33,56879;-70,66997;180;136;0;0;0;0;136;19;FALSE;observed_2024_program_match;76;0.0131578947;0;0.0131578947;0.2631578947;0.0131578947;0.2763157895;0.0131578947;0.2763157895;0.2894736842;0.0263157895;0.2894736842;0.3157894737;0.6842105263;0.3157894737;1
11831;131000000133;-33,42924;-70,69663;266;254;0;40;0;0;214;177;FALSE;observed_2024_program_match;510;0.0411764706;0;0.0411764706;0.0745098039;0.0411764706;0.1156862745;0.0019607843;0.1156862745;0.1176470588;0;0.1176470588;0.1176470588;0.8823529412;0.1176470588;1
11843;131000000131;-33,602576;-70,703038;60;32;0;0;0;0;32;117;FALSE;observed_2024_program_match;189;0.0264550265;0;0.0264550265;0.0211640212;0.0264550265;0.0476190476;0;0.0476190476;0.0476190476;0.0052910053;0.0476190476;0.0529100529;0.9470899471;0.0529100529;1
11851;131000000133;-33,61201;-70,89875;111;57;0;0;0;0;57;95;FALSE;observed_2024_program_match;244;0.0245901639;0;0.0245901639;0.0327868852;0.0245901639;0.0573770492;0;0.0573770492;0.0573770492;0.0245901639;0.0573770492;0.0819672131;0.9180327869;0.0819672131;1
11867;131000000133;-33,6636093;-70,9274979;38;12;0;0;0;0;12;23;FALSE;observed_2024_program_match;61;0.0163934426;0;0.0163934426;0.0163934426;0.0163934426;0.0327868852;0;0.0327868852;0.0327868852;0;0.0327868852;0.0327868852;0.9672131148;0.0327868852;1
11883;131000000133;-33,52244;-71,14714;180;168;0;27;0;0;141;150;FALSE;observed_2024_program_match;194;0.1597938144;0;0.1597938144;0.1288659794;0.1597938144;0.2886597938;0.0051546392;0.2886597938;0.293814433;0;0.293814433;0.293814433;0.706185567;0.293814433;1
11918;131000000133;-33,539405;-70,667281;80;80;0;12;0;0;68;109;FALSE;observed_2024_program_match;244;0.0204918033;0;0.0204918033;0.0491803279;0.0204918033;0.0696721311;0;0.0696721311;0.0696721311;0;0.0696721311;0.0696721311;0.9303278689;0.0696721311;1
11931;131000000133;-33,60424;-70,68339;88;25;0;0;0;0;25;48;FALSE;observed_2024_program_match;118;0.0508474576;0;0.0508474576;0.0254237288;0.0508474576;0.0762711864;0;0.0762711864;0.0762711864;0.0338983051;0.0762711864;0.1101694915;0.8898305085;0.1101694915;1
11936;131000000133;-33,51625;-70,78584;90;25;0;0;0;0;25;11;FALSE;observed_2024_program_match;35;0;0;0;0.0857142857;0;0.0857142857;0;0.0857142857;0.0857142857;0.0285714286;0.0857142857;0.1142857143;0.8857142857;0.1142857143;1
11950;131000000131;-33,47203;-70,55139;90;28;0;0;0;0;28;148;FALSE;observed_2024_program_match;223;0.0269058296;0;0.0269058296;0.0179372197;0.0269058296;0.0448430493;0;0.0448430493;0.0448430493;0.0313901345;0.0448430493;0.0762331839;0.9237668161;0.0762331839;1
11965;131000000113;-33,39055;-70,65537;38;4;0;0;0;0;4;78;FALSE;observed_2024_program_match;127;0.0236220472;0;0.0236220472;0;0.0236220472;0.0236220472;0;0.0236220472;0.0236220472;0.0078740157;0.0236220472;0.031496063;0.968503937;0.031496063;1
11965;131000000123;-33,39055;-70,65537;38;3;0;0;0;0;3;91;FALSE;observed_2024_program_match;167;0.0119760479;0;0.0119760479;0;0.0119760479;0.0119760479;0;0.0119760479;0.0119760479;0.0119760479;0.0119760479;0.0239520958;0.9760479042;0.0239520958;1
11993;131000000133;-33,445526;-70,621543;120;13;0;0;0;0;13;194;FALSE;observed_2024_program_match;334;0.0119760479;0;0.0119760479;0.002994012;0.0119760479;0.0149700599;0;0.0149700599;0.0149700599;0.0239520958;0.0149700599;0.0389221557;0.9610778443;0.0389221557;1
11994;131000000133;-33,54422;-70,62637;90;59;0;2;0;0;57;37;FALSE;observed_2024_program_match;85;0.0117647059;0;0.0117647059;0.0941176471;0.0117647059;0.1058823529;0;0.1058823529;0.1058823529;0;0.1058823529;0.1058823529;0.8941176471;0.1058823529;1
12001;131000000133;-36,61861;-72,07866;90;57;0;0;0;0;57;11;FALSE;observed_2024_program_match;38;0.0526315789;0;0.0526315789;0.2105263158;0.0526315789;0.2631578947;0;0.2631578947;0.2631578947;0.0263157895;0.2631578947;0.2894736842;0.7105263158;0.2894736842;1
12004;131000000133;-37,47794;-73,35926;90;84;0;14;0;0;70;92;FALSE;observed_2024_program_match;97;0.1134020619;0;0.1134020619;0.1237113402;0.1134020619;0.2371134021;0.0103092784;0.2371134021;0.2474226804;0;0.2474226804;0.2474226804;0.7525773196;0.2474226804;1
12005;131000000133;-37,46029;-72,35139;194;119;0;0;0;0;119;355;FALSE;observed_2024_program_match;746;0.0361930295;0;0.0361930295;0.0227882038;0.0361930295;0.0589812332;0;0.0589812332;0.0589812332;0.0026809651;0.0589812332;0.0616621984;0.9383378016;0.0616621984;1
12006;131000000133;-36,43418;-71,92709;30;30;0;5;0;0;25;16;FALSE;observed_2024_program_match;38;0;0;0;0.1052631579;0;0.1052631579;0;0.1052631579;0.1052631579;0;0.1052631579;0.1052631579;0.8947368421;0.1052631579;1
12027;131000000133;-36,41815;-71,96858;128;92;0;0;0;0;92;50;FALSE;observed_2024_program_match;116;0.1120689655;0;0.1120689655;0.1120689655;0.1120689655;0.224137931;0;0.224137931;0.224137931;0.0517241379;0.224137931;0.275862069;0.724137931;0.275862069;1
12031;131000000133;-37,244203;-71,94418;45;2;0;0;0;0;2;47;FALSE;observed_2024_program_match;79;0.0379746835;0;0.0379746835;0;0.0379746835;0.0379746835;0;0.0379746835;0.0379746835;0.0253164557;0.0379746835;0.0632911392;0.9367088608;0.0632911392;1
12032;131000000133;-37,16126;-72,07144;33;1;0;0;0;0;1;58;FALSE;observed_2024_program_match;81;0.037037037;0;0.037037037;0;0.037037037;0.037037037;0;0.037037037;0.037037037;0.012345679;0.037037037;0.049382716;0.950617284;0.049382716;1
12033;131000000131;-36,9916803;-73,1683737;280;252;0;42;0;0;210;213;FALSE;observed_2024_program_match;383;0.0966057441;0;0.0966057441;0.0966057441;0.0966057441;0.1932114883;0;0.1932114883;0.1932114883;0;0.1932114883;0.1932114883;0.8067885117;0.1932114883;1
12037;131000000133;-37,2867;-72,70284;60;1;0;0;0;0;1;36;FALSE;observed_2024_program_match;161;0;0;0;0;0;0;0;0;0;0.049689441;0;0.049689441;0.950310559;0.049689441;1
12046;131000000133;-36,62814;-71,83086;35;1;0;0;0;0;1;50;FALSE;observed_2024_program_match;106;0.0283018868;0;0.0283018868;0;0.0283018868;0.0283018868;0.0094339623;0.0283018868;0.0377358491;0.0188679245;0.0377358491;0.0566037736;0.9433962264;0.0566037736;1
12050;131000000133;-36,59152;-72,09587;225;210;0;24;0;0;186;28;FALSE;observed_2024_program_match;81;0.012345679;0;0.012345679;0.3827160494;0.012345679;0.3950617284;0;0.3950617284;0.3950617284;0;0.3950617284;0.3950617284;0.6049382716;0.3950617284;1
12059;131000000133;-37,67458;-71,93418;60;26;0;1;0;0;25;21;FALSE;observed_2024_program_match;80;0.1125;0;0.1125;0.0375;0.1125;0.15;0;0.15;0.15;0;0.15;0.15;0.85;0.15;1
12062;131000000133;-36,8434334;-73,1123591;259;245;0;39;0;0;206;239;FALSE;observed_2024_program_match;378;0.082010582;0;0.082010582;0.0952380952;0.082010582;0.1772486772;0;0.1772486772;0.1772486772;0.0026455026;0.1772486772;0.1798941799;0.8201058201;0.1798941799;1
12077;131000000133;-33,56523;-70,57313;90;29;0;0;0;0;29;28;FALSE;observed_2024_program_match;58;0;0;0;0.0689655172;0;0.0689655172;0;0.0689655172;0.0689655172;0.0517241379;0.0689655172;0.1206896552;0.8793103448;0.1206896552;1
12085;131000000133;-33,51234;-70,56431;38;0;0;0;0;0;0;38;FALSE;observed_2024_program_match;69;0;0;0;0;0;0;0;0;0;0.0144927536;0;0.0144927536;0.9855072464;0.0144927536;1
12111;131000000133;-33,56012;-70,71258;90;52;0;0;0;0;52;24;FALSE;observed_2024_program_match;63;0.0634920635;0;0.0634920635;0.1111111111;0.0634920635;0.1746031746;0.0158730159;0.1746031746;0.1904761905;0.0158730159;0.1904761905;0.2063492063;0.7936507937;0.2063492063;1
12115;131000000133;-33,40519;-70,70484;135;99;0;5;0;0;94;59;FALSE;observed_2024_program_match;145;0.0620689655;0;0.0620689655;0.0965517241;0.0620689655;0.1586206897;0;0.1586206897;0.1586206897;0.0068965517;0.1586206897;0.1655172414;0.8344827586;0.1655172414;1
12117;131000000133;-33,3680964;-70,7324561;166;146;0;25;0;0;121;133;FALSE;observed_2024_program_match;215;0.1209302326;0;0.1209302326;0.0976744186;0.1209302326;0.2186046512;0;0.2186046512;0.2186046512;0;0.2186046512;0.2186046512;0.7813953488;0.2186046512;1
12151;131000000133;-33,00051;-71,49015;315;230;0;0;0;0;230;337;FALSE;observed_2024_program_match;483;0.082815735;0;0.082815735;0.0703933747;0.082815735;0.1532091097;0.0041407867;0.1532091097;0.1573498965;0.0041407867;0.1573498965;0.1614906832;0.8385093168;0.1614906832;1
12177;131000000133;-32,43062;-71,06842;90;90;0;14;0;0;76;145;FALSE;observed_2024_program_match;231;0.0562770563;0;0.0562770563;0.0562770563;0.0562770563;0.1125541126;0;0.1125541126;0.1125541126;0;0.1125541126;0.1125541126;0.8874458874;0.1125541126;1
12183;131000000133;-40,5892;-73,10551;34;0;0;0;0;0;0;96;FALSE;observed_2024_program_match;120;0.0083333333;0;0.0083333333;0;0.0083333333;0.0083333333;0.0083333333;0.0083333333;0.0166666667;0;0.0166666667;0.0166666667;0.9833333333;0.0166666667;1
12185;131000000133;-39,84378;-73,21696;70;28;0;0;0;0;28;15;FALSE;observed_2024_program_match;49;0.0204081633;0;0.0204081633;0.0816326531;0.0204081633;0.1020408163;0;0.1020408163;0.1020408163;0.0204081633;0.1020408163;0.1224489796;0.8775510204;0.1224489796;1
12192;131000000133;-42,61848;-73,77464;180;164;0;16;0;0;148;58;FALSE;observed_2024_program_match;137;0.0437956204;0;0.0437956204;0.1751824818;0.0437956204;0.2189781022;0;0.2189781022;0.2189781022;0;0.2189781022;0.2189781022;0.7810218978;0.2189781022;1
12217;131000000133;-33,47213;-70,58481;315;305;0;48;0;0;257;119;FALSE;observed_2024_program_match;321;0.062305296;0;0.062305296;0.1401869159;0.062305296;0.2024922118;0;0.2024922118;0.2024922118;0.0031152648;0.2024922118;0.2056074766;0.7943925234;0.2056074766;1
12225;131000000133;-33,3611999;-70,505635;80;8;0;0;0;0;8;29;FALSE;observed_2024_program_match;42;0.0238095238;0;0.0238095238;0.0238095238;0.0238095238;0.0476190476;0;0.0476190476;0.0476190476;0.0476190476;0.0476190476;0.0952380952;0.9047619048;0.0952380952;1
12241;131000000113;-33,4267473;-70,7000012;21;4;0;0;0;0;4;53;FALSE;observed_2024_program_match;109;0;0;0;0;0;0;0;0;0;0.0091743119;0;0.0091743119;0.9908256881;0.0091743119;1
12241;131000000123;-33,4267473;-70,7000012;20;2;0;0;0;0;2;50;FALSE;observed_2024_program_match;130;0.0076923077;0;0.0076923077;0;0.0076923077;0.0076923077;0;0.0076923077;0.0076923077;0.0230769231;0.0076923077;0.0307692308;0.9692307692;0.0307692308;1
12242;131000000133;-33,44338;-70,75712;135;86;0;0;0;0;86;52;FALSE;observed_2024_program_match;110;0.0272727273;0;0.0272727273;0.1090909091;0.0272727273;0.1363636364;0;0.1363636364;0.1363636364;0.0272727273;0.1363636364;0.1636363636;0.8363636364;0.1636363636;1
12244;131000000133;-33,58271;-70,57261;140;29;0;0;0;0;29;21;TRUE;"mapped_1_to_1_from_2024_source_programs:131000000433;population_and_priority_distribution_mapped";47;0;0;0;0.0851063829787;0;0.0851063829787;0;0.0851063829787;0.0851063829787;0.0212765957447;0.0851063829787;0.106382978723;0.893617021277;0.106382978723;1
12260;131000000133;-33,45095;-70,63148;40;0;0;0;0;0;0;109;FALSE;observed_2024_program_match;199;0;0;0;0;0;0;0;0;0;0.0100502513;0;0.0100502513;0.9899497487;0.0100502513;1
12301;131000000133;-33,02755;-71,55366;26;2;0;0;0;0;2;123;FALSE;observed_2024_program_match;175;0.0057142857;0;0.0057142857;0;0.0057142857;0.0057142857;0;0.0057142857;0.0057142857;0;0.0057142857;0.0057142857;0.9942857143;0.0057142857;1
12305;131000000131;-33,04401;-71,366666;64;30;0;0;0;0;30;134;FALSE;observed_2024_program_match;173;0.0289017341;0;0.0289017341;0.0231213873;0.0289017341;0.0520231214;0;0.0520231214;0.0520231214;0.0173410405;0.0520231214;0.0693641618;0.9306358382;0.0693641618;1
12309;131000000133;-32,75498;-70,70715;43;1;0;0;0;0;1;56;FALSE;observed_2024_program_match;107;0.0560747664;0;0.0560747664;0;0.0560747664;0.0560747664;0;0.0560747664;0.0560747664;0.0654205607;0.0560747664;0.1214953271;0.8785046729;0.1214953271;1
12312;131000000133;-32,99904;-71,48089;38;19;0;0;0;0;19;22;FALSE;observed_2024_program_match;61;0.0491803279;0;0.0491803279;0.0327868852;0.0491803279;0.0819672131;0;0.0819672131;0.0819672131;0.0163934426;0.0819672131;0.0983606557;0.9016393443;0.0983606557;1
12332;131000000133;-32,927619;-71,516575;90;84;0;14;0;0;70;109;FALSE;observed_2024_program_match;127;0.1496062992;0;0.1496062992;0.094488189;0.1496062992;0.2440944882;0;0.2440944882;0.2440944882;0;0.2440944882;0.2440944882;0.7559055118;0.2440944882;1
12336;131000000133;-32,43242;-71,07768;120;114;0;18;0;0;96;214;FALSE;observed_2024_program_match;305;0.0786885246;0;0.0786885246;0.0557377049;0.0786885246;0.1344262295;0;0.1344262295;0.1344262295;0;0.1344262295;0.1344262295;0.8655737705;0.1344262295;1
12368;131000000133;-38,93338;-72,02891;105;52;0;0;0;0;52;92;FALSE;observed_2024_program_match;161;0.0869565217;0;0.0869565217;0.0434782609;0.0869565217;0.1304347826;0.0124223602;0.1304347826;0.1428571429;0.1055900621;0.1428571429;0.248447205;0.751552795;0.248447205;1
12509;131000000131;-20,22408;-70,14101;66;10;0;0;0;0;10;76;FALSE;observed_2024_program_match;113;0.0265486726;0;0.0265486726;0.0088495575;0.0265486726;0.0353982301;0;0.0353982301;0.0353982301;0.017699115;0.0353982301;0.0530973451;0.9469026549;0.0530973451;1
12515;131000000133;-20,21907;-70,15233;40;7;0;0;0;0;7;52;FALSE;observed_2024_program_match;82;0.012195122;0;0.012195122;0.012195122;0.012195122;0.0243902439;0;0.0243902439;0.0243902439;0;0.0243902439;0.0243902439;0.9756097561;0.0243902439;1
12518;131000000133;-20,20909;-70,14553;90;17;0;0;0;0;17;84;FALSE;observed_2024_program_match;185;0.0540540541;0;0.0540540541;0.0108108108;0.0540540541;0.0648648649;0;0.0648648649;0.0648648649;0.0378378378;0.0648648649;0.1027027027;0.8972972973;0.1027027027;1
12534;131000000133;-20,26131;-70,09942;164;59;0;0;0;0;59;335;FALSE;observed_2024_program_match;395;0.0481012658;0;0.0481012658;0.0202531646;0.0481012658;0.0683544304;0.0025316456;0.0683544304;0.0708860759;0.0151898734;0.0708860759;0.0860759494;0.9139240506;0.0860759494;1
12547;131000000133;-18,49293;-70,29031;180;58;0;0;0;0;58;170;FALSE;observed_2024_program_match;380;0.05;0;0.05;0.0210526316;0.05;0.0710526316;0;0.0710526316;0.0710526316;0.0210526316;0.0710526316;0.0921052632;0.9078947368;0.0921052632;1
12551;131000000133;-20,486979;-69,326795;192;192;0;29;0;0;163;249;FALSE;observed_2024_program_match;284;0.2077464789;0;0.2077464789;0.0985915493;0.2077464789;0.3063380282;0.0105633803;0.3063380282;0.3169014085;0;0.3169014085;0.3169014085;0.6830985915;0.3169014085;1
12566;131000000133;-20,268442;-70,103904;152;47;0;0;0;0;47;242;FALSE;observed_2024_program_match;302;0.0264900662;0;0.0264900662;0.0231788079;0.0264900662;0.0496688742;0.0033112583;0.0496688742;0.0529801325;0.0165562914;0.0529801325;0.0695364238;0.9304635762;0.0695364238;1
12573;131000000131;-20,24845;-70,13673;76;42;0;3;0;0;39;81;FALSE;observed_2024_program_match;117;0.0085470085;0;0.0085470085;0.0512820513;0.0085470085;0.0598290598;0;0.0598290598;0.0598290598;0.0170940171;0.0598290598;0.0769230769;0.9230769231;0.0769230769;1
12587;131000000133;-18,4829005;-70,3179855;84;31;0;0;0;0;31;153;FALSE;observed_2024_program_match;281;0.0142348754;0;0.0142348754;0.0142348754;0.0142348754;0.0284697509;0.0035587189;0.0284697509;0.0320284698;0.0106761566;0.0320284698;0.0427046263;0.9572953737;0.0427046263;1
12590;131000000131;-20,22129;-70,13904;64;16;0;0;0;0;16;87;FALSE;observed_2024_program_match;144;0.0208333333;0;0.0208333333;0.0138888889;0.0208333333;0.0347222222;0;0.0347222222;0.0347222222;0.0069444444;0.0347222222;0.0416666667;0.9583333333;0.0416666667;1
12591;131000000133;-20,27096;-70,12402;130;56;0;0;0;0;56;48;FALSE;observed_2024_program_match;119;0.0084033613;0;0.0084033613;0.0672268908;0.0084033613;0.0756302521;0;0.0756302521;0.0756302521;0.0168067227;0.0756302521;0.0924369748;0.9075630252;0.0924369748;1
12594;131000000133;-20,26714;-70,12406;78;19;0;0;0;0;19;41;FALSE;observed_2024_program_match;73;0;0;0;0.0273972603;0;0.0273972603;0;0.0273972603;0.0273972603;0.0136986301;0.0273972603;0.0410958904;0.9589041096;0.0410958904;1
12602;131000000133;-20,25457;-70,10592;86;21;0;0;0;0;21;120;FALSE;observed_2024_program_match;153;0.0588235294;0;0.0588235294;0.0196078431;0.0588235294;0.0784313725;0;0.0784313725;0.0784313725;0.0326797386;0.0784313725;0.1111111111;0.8888888889;0.1111111111;1
12603;131000000133;-20,25558;-70,10701;108;34;0;0;0;0;34;262;FALSE;observed_2024_program_match;320;0.01875;0;0.01875;0.015625;0.01875;0.034375;0;0.034375;0.034375;0;0.034375;0.034375;0.965625;0.034375;1
12604;131000000133;-20,21791;-70,14517;68;16;0;0;0;0;16;114;FALSE;observed_2024_program_match;191;0.0157068063;0;0.0157068063;0.0104712042;0.0157068063;0.0261780105;0;0.0261780105;0.0261780105;0.0157068063;0.0261780105;0.0418848168;0.9581151832;0.0418848168;1
12605;131000000133;-20,25905;-70,10416;117;32;0;0;0;0;32;143;FALSE;observed_2024_program_match;191;0.0209424084;0;0.0209424084;0.0209424084;0.0209424084;0.0418848168;0.0052356021;0.0418848168;0.0471204188;0;0.0471204188;0.0471204188;0.9528795812;0.0471204188;1
12610;131000000133;-18,4629616;-70,291896;105;102;0;16;0;0;86;96;FALSE;observed_2024_program_match;305;0.0426229508;0;0.0426229508;0.0491803279;0.0426229508;0.0918032787;0;0.0918032787;0.0918032787;0;0.0918032787;0.0918032787;0.9081967213;0.0918032787;1
12630;131000000133;-18,45689;-70,28258;88;21;0;0;0;0;21;24;FALSE;observed_2024_program_match;128;0.0234375;0;0.0234375;0.0234375;0.0234375;0.046875;0;0.046875;0.046875;0.046875;0.046875;0.09375;0.90625;0.09375;1
12631;131000000133;-20,22285;-70,15147;150;7;0;0;0;0;7;262;FALSE;observed_2024_program_match;353;0.0169971671;0;0.0169971671;0.0028328612;0.0169971671;0.0198300283;0;0.0198300283;0.0198300283;0.0113314448;0.0198300283;0.0311614731;0.9688385269;0.0311614731;1
12632;131000000132;-20,28355;-70,09805;35;0;0;0;0;0;0;16;FALSE;observed_2024_program_match;27;0.1851851852;0;0.1851851852;0;0.1851851852;0.1851851852;0;0.1851851852;0.1851851852;0;0.1851851852;0.1851851852;0.8148148148;0.1851851852;1
12632;131000000133;-20,28355;-70,09805;117;41;0;0;0;0;41;109;FALSE;observed_2024_program_match;146;0.0684931507;0;0.0684931507;0.0410958904;0.0684931507;0.1095890411;0;0.1095890411;0.1095890411;0.0273972603;0.1095890411;0.1369863014;0.8630136986;0.1369863014;1
12649;131000000133;-20,275039;-70,096519;132;57;0;0;0;0;57;269;FALSE;observed_2024_program_match;331;0.0392749245;0;0.0392749245;0.0241691843;0.0392749245;0.0634441088;0.0060422961;0.0634441088;0.0694864048;0.0241691843;0.0694864048;0.0936555891;0.9063444109;0.0936555891;1
12650;131000000133;-20,27999;-70,09834;264;62;0;0;0;0;62;247;FALSE;observed_2024_program_match;312;0.0288461538;0;0.0288461538;0.0288461538;0.0288461538;0.0576923077;0;0.0576923077;0.0576923077;0.0064102564;0.0576923077;0.0641025641;0.9358974359;0.0641025641;1
12652;131000000133;-20,26432;-70,09902;135;21;0;0;0;0;21;290;FALSE;observed_2024_program_match;361;0.0110803324;0;0.0110803324;0.0083102493;0.0110803324;0.0193905817;0.0027700831;0.0193905817;0.0221606648;0.0110803324;0.0221606648;0.0332409972;0.9667590028;0.0332409972;1
12655;131000000133;-20,27458;-70,09288;80;28;0;0;0;0;28;77;FALSE;observed_2024_program_match;99;0.0101010101;0;0.0101010101;0.0404040404;0.0101010101;0.0505050505;0;0.0505050505;0.0505050505;0.0101010101;0.0505050505;0.0606060606;0.9393939394;0.0606060606;1
12658;131000000133;-18,41518;-70,20107;38;27;0;0;0;0;27;8;FALSE;observed_2024_program_match;20;0.1;0;0.1;0.2;0.1;0.3;0;0.3;0.3;0.05;0.3;0.35;0.65;0.35;1
12667;131000000133;-20,24999;-70,13019;130;7;0;0;0;0;7;217;FALSE;observed_2024_program_match;296;0.0236486486;0;0.0236486486;0.0033783784;0.0236486486;0.027027027;0;0.027027027;0.027027027;0.0067567568;0.027027027;0.0337837838;0.9662162162;0.0337837838;1
12672;131000000123;-20,22388;-70,14997;78;12;0;0;0;0;12;73;FALSE;observed_2024_program_match;88;0.0681818182;0;0.0681818182;0.0113636364;0.0681818182;0.0795454545;0;0.0795454545;0.0795454545;0.0113636364;0.0795454545;0.0909090909;0.9090909091;0.0909090909;1
12686;131000000133;-20,27496;-70,09611;76;21;0;0;0;0;21;155;FALSE;observed_2024_program_match;219;0.0365296804;0;0.0365296804;0.0136986301;0.0365296804;0.0502283105;0;0.0502283105;0.0502283105;0.0319634703;0.0502283105;0.0821917808;0.9178082192;0.0821917808;1
12712;131000000133;-18,44621;-70,28491;80;19;0;0;0;0;19;36;FALSE;observed_2024_program_match;119;0.0168067227;0;0.0168067227;0.0168067227;0.0168067227;0.0336134454;0;0.0336134454;0.0336134454;0.0336134454;0.0336134454;0.0672268908;0.9327731092;0.0672268908;1
12713;131000000133;-18,43786;-70,28782;74;5;0;0;0;0;5;56;FALSE;observed_2024_program_match;133;0.045112782;0;0.045112782;0;0.045112782;0.045112782;0.007518797;0.045112782;0.0526315789;0.030075188;0.0526315789;0.0827067669;0.9172932331;0.0827067669;1
12716;131000000133;-18,49699;-70,30571;180;67;0;0;0;0;67;52;FALSE;observed_2024_program_match;182;0.0549450549;0;0.0549450549;0.0549450549;0.0549450549;0.1098901099;0.0054945055;0.1098901099;0.1153846154;0.032967033;0.1153846154;0.1483516484;0.8516483516;0.1483516484;1
12719;131000000133;-20,273101;-70,106001;66;28;0;0;0;0;28;42;FALSE;observed_2024_program_match;68;0.0588235294;0;0.0588235294;0.0588235294;0.0588235294;0.1176470588;0;0.1176470588;0.1176470588;0.0294117647;0.1176470588;0.1470588235;0.8529411765;0.1470588235;1
12720;131000000133;-18,483033;-70,290865;82;54;0;0;0;0;54;33;FALSE;observed_2024_program_match;87;0.0344827586;0;0.0344827586;0.091954023;0.0344827586;0.1264367816;0;0.1264367816;0.1264367816;0.0229885057;0.1264367816;0.1494252874;0.8505747126;0.1494252874;1
12741;131000000133;-20,26679;-70,12237;30;9;0;0;0;0;9;18;FALSE;observed_2024_program_match;31;0;0;0;0.0322580645;0;0.0322580645;0;0.0322580645;0.0322580645;0;0.0322580645;0.0322580645;0.9677419355;0.0322580645;1
12747;131000000133;-20,29135;-70,10318;102;29;0;0;0;0;29;71;FALSE;observed_2024_program_match;99;0.0505050505;0;0.0505050505;0.0404040404;0.0505050505;0.0909090909;0;0.0909090909;0.0909090909;0.0404040404;0.0909090909;0.1313131313;0.8686868687;0.1313131313;1
12749;131000000133;-20,28242;-70,08577;90;16;0;0;0;0;16;71;FALSE;observed_2024_program_match;95;0.0421052632;0;0.0421052632;0.0210526316;0.0421052632;0.0631578947;0;0.0631578947;0.0631578947;0.0421052632;0.0631578947;0.1052631579;0.8947368421;0.1052631579;1
