rbd;nom_lycee;commune;region;program_code;numero_unique;nom_programme_reconstruit;niveau;enseignement;type_formation;cod_espe;specialite_si_applicable;secteur_specialite_si_applicable;jornada;genre_programme;dependance;dependance_agregee;ruralite;convenio_pie;pace;paiement_matricula;paiement_mensualite;orientation_religieuse;orientation_religieuse_autre_detail;matricula_total_lycee;matricula_media_hc_jovenes;matricula_media_tp_jovenes;lycee_offre_hc_jovenes;lycee_offre_tp_jovenes;lycee_codes_specialites_annuaire;lycee_nb_specialites_annuaire;etat_etablissement;etablissement_avec_matricula;capacite_totale_programme;sieges_admission_total;sieges_reguliers;sieges_priority_student;sieges_integration;candidats_annee_precedente;ratio_demande_capacite_annee_precedente;lat_lycee;lon_lycee;program_latitude;program_longitude;program_geo_source;program_geo_match_level;school_capacity_lat;school_capacity_lon;school_capacity_region_full;school_capacity_province;school_capacity_cupos_totales;school_capacity_vacantes;school_capacity_vacantes_prioritarios;school_capacity_vacantes_regular;coordinate_discrepancy_km
24812;COLEGIO POLIV. SAN JOSE DE RENCA;RENCA;RM;131000000123;24812_131000000123;1º medio — Général H-C — Garçons — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Garçons;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;Gratuit;Catholique;;1042;276;0;Oui;Non;;0;Fonctionne;Avec matrícula;80;40;40;0;0;55;0.6875;-33,4013313;-70,72015431;-33.40133;-70.72015;school_capacity_with_region_and_province;exact_rbd_program_code;-33.40133;-70.72015;Región Metropolitana de Santiago;Santiago;80.0;23.0;0.0;23.0;0
24498;COLEGIO SAN JOAQUIN;RENCA;RM;131000000133;24498_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;Gratuit;Catholique;;588;166;0;Oui;Non;;0;Fonctionne;Avec matrícula;42;2;2;0;0;151;3.5952;-33,39991112;-70,72908621;-33.39991;-70.72909;school_capacity_with_region_and_province;exact_rbd_program_code;-33.39991;-70.72909;Región Metropolitana de Santiago;Santiago;42.0;3.0;0.0;3.0;0
31153;INSTITUTO CUMBRES DE CONDORES PONIENTE;RENCA;RM;131000000133;31153_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Corporation municipale;Municipal;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;642;419;131;Oui;Oui;58034|64001;2;Fonctionne;Avec matrícula;160;107;107;0;0;167;1.0437;-33,398113;-70,749547;-33.39814;-70.749505;school_capacity_with_region_and_province;exact_rbd_program_code;-33.39814;-70.749505;Región Metropolitana de Santiago;Santiago;152.0;111.0;5.0;106.0;0.005
10210;LICEO GENERAL ALEJANDRO GOROSTIAGA ORREGO;RENCA;RM;131000000133;10210_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Corporation municipale;Municipal;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;449;98;21;Oui;Oui;41005;1;Fonctionne;Avec matrícula;76;46;46;0;0;14;0.1842;-33,39329537;-70,69644571;-33.39366;-70.69587;school_capacity_with_region_and_province;exact_rbd_program_code;-33.39366;-70.69587;Región Metropolitana de Santiago;Santiago;76.0;53.0;0.0;53.0;0.067
10196;LICEO INDUSTRIAL BICENTENARIO BENJAMIN DAVILA LARRAIN;RENCA;RM;131000000133;10196_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Corporation d'administration déléguée (DL 3166);Corporation d'administration déléguée (DL 3166);Urbain;Sans PIE;Sans PACE;Gratuit;Gratuit;Laïque;;815;415;400;Oui;Oui;53015|56027|58035;3;Fonctionne;Avec matrícula;210;198;166;32;0;487;2.3190;-33,40438993;-70,70056326;-33.40439;-70.70056;school_capacity_with_region_and_province;exact_rbd_program_code;-33.40439;-70.70056;Región Metropolitana de Santiago;Santiago;210.0;195.0;32.0;163.0;0
31037;LICEO INSTITUTO CUMBRE DE CONDORES;RENCA;RM;131000000133;31037_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Corporation municipale;Municipal;Urbain;Sans PIE;Avec PACE;Gratuit;Gratuit;Laïque;;877;443;257;Oui;Oui;58035|64008;2;Fonctionne;Avec matrícula;180;104;104;0;0;693;3.8500;-33,40416;-70,70272;-33.40416;-70.70272;school_capacity_with_region_and_province;exact_rbd_program_code;-33.40416;-70.70272;Región Metropolitana de Santiago;Santiago;180.0;99.0;0.0;99.0;0
24828;LICEO POLITEC.PARTIC.EL SENOR DE RENCA;RENCA;RM;131000000133;24828_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;Gratuit;Catholique;;612;250;198;Oui;Oui;53014|53015|57030;3;Fonctionne;Avec matrícula;135;82;82;0;0;304;2.2519;-33,40229643;-70,71164013;-33.402481;-70.711689;school_capacity_with_region_and_province;exact_rbd_program_code;-33.402481;-70.711689;Región Metropolitana de Santiago;Santiago;135.0;75.0;0.0;75.0;0.021
24482;LICEO POLITECNICO PARTICULAR ANDES;RENCA;RM;151052010133;24482_151052010133;1º medio — Spécialité TP — Mecánica Automotriz — Mixte — jornada completa;1º medio;Enseñanza Media T-P Industrial Niños y Jóvenes;Spécialité TP;52010;Mecánica Automotriz;Metalmecánica;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;Gratuit;Catholique;;1315;691;624;Oui;Oui;52010|53015|58035;3;Fonctionne;Avec matrícula;90;86;47;14;0;463;5.1444;-33,40846399;-70,69571811;-33.40846;-70.69572;school_capacity_with_region_and_province;exact_rbd_program_code;-33.40846;-70.69572;Región Metropolitana de Santiago;Santiago;84.0;84.0;13.0;46.0;0
24482;LICEO POLITECNICO PARTICULAR ANDES;RENCA;RM;151053015133;24482_151053015133;1º medio — Spécialité TP — Electrónica — Mixte — jornada completa;1º medio;Enseñanza Media T-P Industrial Niños y Jóvenes;Spécialité TP;53015;Electrónica;Electricidad;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;Gratuit;Catholique;;1315;691;624;Oui;Oui;52010|53015|58035;3;Fonctionne;Avec matrícula;90;86;47;14;0;303;3.3667;-33,40846399;-70,69571811;-33.40846;-70.69572;school_capacity_with_region_and_province;exact_rbd_program_code;-33.40846;-70.69572;Región Metropolitana de Santiago;Santiago;84.0;84.0;13.0;46.0;0
24482;LICEO POLITECNICO PARTICULAR ANDES;RENCA;RM;151058035133;24482_151058035133;1º medio — Spécialité TP — Telecomunicaciones — Mixte — jornada completa;1º medio;Enseñanza Media T-P Industrial Niños y Jóvenes;Spécialité TP;58035;Telecomunicaciones;Tecnología y comunicaciones;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;Gratuit;Catholique;;1315;691;624;Oui;Oui;52010|53015|58035;3;Fonctionne;Avec matrícula;180;172;94;27;0;495;2.7500;-33,40846399;-70,69571811;-33.40846;-70.69572;school_capacity_with_region_and_province;exact_rbd_program_code;-33.40846;-70.69572;Región Metropolitana de Santiago;Santiago;168.0;168.0;26.0;92.0;0
25960;CENTRO EDUC. PADRE ALBERTO HURTADO DE SAN BER;SAN BERNARDO;RM;131000000133;25960_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;1105;169;124;Oui;Oui;55023|56027;2;Fonctionne;Avec matrícula;90;22;22;0;0;88;0.9778;-33,60390082;-70,68000637;-33.603809;-70.679995;school_capacity_with_region_and_province;exact_rbd_program_code;-33.603809;-70.679995;Región Metropolitana de Santiago;Maipo;90.0;22.0;0.0;22.0;0.01
11931;CENTRO EDUC.PART.ORDEN DE SAN JORGE;SAN BERNARDO;RM;131000000133;11931_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;Gratuit;Laïque;;781;160;125;Oui;Oui;41005;1;Fonctionne;Avec matrícula;88;25;25;0;0;48;0.5455;-33,60423894;-70,68338811;-33.60424;-70.68339;school_capacity_with_region_and_province;exact_rbd_program_code;-33.60424;-70.68339;Región Metropolitana de Santiago;Maipo;85.0;25.0;0.0;25.0;0
10542;CENTRO EDUCACIONAL BALDOMERO LILLO;SAN BERNARDO;RM;131000000133;10542_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;674;195;161;Oui;Oui;41005|51006;2;Fonctionne;Avec matrícula;105;38;38;0;0;50;0.4762;-33,58039894;-70,68901981;-33.5804;-70.68902;school_capacity_with_region_and_province;exact_rbd_program_code;-33.5804;-70.68902;Región Metropolitana de Santiago;Maipo;140.0;114.0;7.0;107.0;0
26150;COLEGIO  FITZROY COLLEGE;SAN BERNARDO;RM;131000000133;26150_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;$25.001 A $50.000;Laïque;;512;164;0;Oui;Non;;0;Fonctionne;Avec matrícula;41;14;14;0;0;49;1.1951;-33,61866779;-70,69676231;-33.61862;-70.69669;school_capacity_with_region_and_province;exact_rbd_program_code;-33.61862;-70.69669;Región Metropolitana de Santiago;Maipo;41.0;9.0;0.0;9.0;0.009
10628;COLEGIO ARAGON;SAN BERNARDO;RM;131000000133;10628_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;Gratuit;Autre;CRISTIANO;515;154;0;Oui;Non;;0;Fonctionne;Avec matrícula;45;20;20;0;0;29;0.6444;-33,60756085;-70,712037;-33.60756;-70.71204;school_capacity_with_region_and_province;exact_rbd_program_code;-33.60756;-70.71204;Región Metropolitana de Santiago;Maipo;45.0;22.0;0.0;22.0;0
25695;COLEGIO DE LA INMACULADA CONCEPCIÓN;SAN BERNARDO;RM;131000000131;25695_131000000131;1º medio — Général H-C — Mixte — jornada mañana;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Mañana;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;$1.000 A $10.000;MAS DE $100.000;Catholique;;956;275;0;Oui;Non;;0;Fonctionne;Avec matrícula;69;2;2;0;0;106;1.5362;-33,59036394;-70,70582816;-33.58981;-70.70553;school_capacity_with_region_and_province;exact_rbd_program_code;-33.58981;-70.70553;Región Metropolitana de Santiago;Maipo;68.0;1.0;0.0;1.0;0.068
10607;COLEGIO DOMINGO EYZAGUIRRE;SAN BERNARDO;RM;131000000131;10607_131000000131;1º medio — Général H-C — Mixte — jornada mañana;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Mañana;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;736;315;0;Oui;Non;;0;Fonctionne;Avec matrícula;120;72;72;0;0;44;0.3667;-33,58496364;-70,69615438;-33.58496;-70.69615;school_capacity_with_region_and_province;exact_rbd_program_code;-33.58496;-70.69615;Región Metropolitana de Santiago;Maipo;88.0;36.0;0.0;36.0;0.001
10606;COLEGIO GETSEMANI;SAN BERNARDO;RM;131000000131;10606_131000000131;1º medio — Général H-C — Mixte — jornada mañana;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Mañana;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Évangélique;;515;147;0;Oui;Non;;0;Fonctionne;Avec matrícula;40;2;2;0;0;60;1.5000;-33,60657719;-70,70298307;-33.60648;-70.70304;school_capacity_with_region_and_province;exact_rbd_program_code;-33.60648;-70.70304;Región Metropolitana de Santiago;Maipo;38.0;3.0;0.0;3.0;0.012
31495;COLEGIO LOS PENSAMIENTOS DE SAN BERNARDO;SAN BERNARDO;RM;131000000133;31495_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;501;162;0;Oui;Non;;0;Fonctionne;Avec matrícula;44;10;10;0;0;17;0.3864;-33,62586;-70,70537;-33.62558;-70.70536;school_capacity_with_region_and_province;exact_rbd_program_code;-33.62558;-70.70536;Región Metropolitana de Santiago;Maipo;41.0;7.0;0.0;7.0;0.031
10600;COLEGIO MONTESSORI;SAN BERNARDO;RM;131000000233;10600_131000000233;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Catholique;;1010;342;0;Oui;Non;;0;Fonctionne;Avec matrícula;70;8;8;0;0;180;2.5714;-33,59664561;-70,70406523;-33.59724;-70.70335;school_capacity_with_region_and_province;exact_rbd_program_code;-33.59724;-70.70335;Región Metropolitana de Santiago;Maipo;71.0;6.0;0.0;6.0;0.094
25882;COLEGIO NOBEL GABRIELA MISTRAL;SAN BERNARDO;RM;131000000133;25882_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;1131;329;0;Oui;Non;;0;Fonctionne;Avec matrícula;90;14;14;0;0;136;1.5111;-33,60652263;-70,67359033;-33.60608;-70.67356;school_capacity_with_region_and_province;exact_rbd_program_code;-33.60608;-70.67356;Región Metropolitana de Santiago;Maipo;88.0;12.0;0.0;12.0;0.049
31379;COLEGIO PALMARES VALLE LOS CÓNDORES;SAN BERNARDO;RM;131000000133;31379_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;$50.001 A $100.000;Laïque;;1134;257;0;Oui;Non;;0;Fonctionne;Avec matrícula;90;5;5;0;0;78;0.8667;-33,62571;-70,683426;-33.62548559;-70.68109679;school_capacity_with_region_and_province;exact_rbd_program_code;-33.62548559;-70.68109679;Región Metropolitana de Santiago;Maipo;90.0;8.0;0.0;8.0;0.217
25714;COLEGIO PART. INSTITUTO CORINTIO;SAN BERNARDO;RM;131000000133;25714_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;$1.000 A $10.000;$50.001 A $100.000;Laïque;;741;278;0;Oui;Non;;0;Fonctionne;Avec matrícula;80;22;22;0;0;53;0.6625;-33,59744905;-70,71413845;-33.59745;-70.71414;school_capacity_with_region_and_province;exact_rbd_program_code;-33.59745;-70.71414;Región Metropolitana de Santiago;Maipo;82.0;32.0;0.0;32.0;0
12111;COLEGIO POLIV. PDTE. JOSE MANUEL BALMACEDA;SAN BERNARDO;RM;131000000133;12111_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Autre;LAICA;686;217;74;Oui;Oui;41005;1;Fonctionne;Avec matrícula;90;52;52;0;0;24;0.2667;-33,56012449;-70,71257707;-33.56012;-70.71258;school_capacity_with_region_and_province;exact_rbd_program_code;-33.56012;-70.71258;Región Metropolitana de Santiago;Maipo;86.0;49.0;0.0;49.0;0.001
25418;COLEGIO POLIV. SAN BERNARDO ABAD;SAN BERNARDO;RM;131000000133;25418_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Catholique;;1146;226;212;Oui;Oui;41002|53015|61003;3;Fonctionne;Avec matrícula;116;73;73;0;0;144;1.2414;-33,59607568;-70,6800366;-33.59608;-70.68004;school_capacity_with_region_and_province;exact_rbd_program_code;-33.59608;-70.68004;Región Metropolitana de Santiago;Maipo;116.0;67.0;0.0;67.0;0.001
10594;COLEGIO SAINT ARIELI;SAN BERNARDO;RM;131000000133;10594_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;$25.001 A $50.000;Catholique;;523;157;0;Oui;Non;;0;Fonctionne;Avec matrícula;38;6;6;0;0;121;3.1842;-33,58963183;-70,7061822;-33.58963;-70.70618;school_capacity_with_region_and_province;exact_rbd_program_code;-33.58963;-70.70618;Región Metropolitana de Santiago;Maipo;40.0;8.0;0.0;8.0;0
26362;COLEGIO SAN FRANCISCO DE ASIS DE SAN BERNARDO;SAN BERNARDO;RM;131000000233;26362_131000000233;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;Gratuit;Laïque;;1022;238;0;Oui;Non;;0;Fonctionne;Avec matrícula;129;59;59;0;0;69;0.5349;-33,61626362;-70,70553165;-33.61955;-70.6932;school_capacity_with_region_and_province;exact_rbd_program_code;-33.61955;-70.6932;Región Metropolitana de Santiago;Maipo;84.0;38.0;0.0;38.0;1.199
10610;COLEGIO SAN JOSE;SAN BERNARDO;RM;131000000133;10610_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;$50.001 A $100.000;Catholique;;1107;358;0;Oui;Non;;0;Fonctionne;Avec matrícula;105;7;7;0;0;214;2.0381;-33,59167012;-70,70052576;-33.59167;-70.70053;school_capacity_with_region_and_province;exact_rbd_program_code;-33.59167;-70.70053;Región Metropolitana de Santiago;Maipo;90.0;7.0;0.0;7.0;0
26454;COLEGIO SANTIAGO EMPRENDEDORES;SAN BERNARDO;RM;131000000133;26454_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;1255;358;0;Oui;Non;;0;Fonctionne;Avec matrícula;90;13;13;0;0;130;1.4444;-33,6193;-70,6822;-33.64106;-70.67027;school_capacity_with_region_and_province;exact_rbd_program_code;-33.64106;-70.67027;Región Metropolitana de Santiago;Maipo;90.0;8.0;0.0;8.0;2.66
25347;COLEGIO SEBASTIAN EL CANO SAN BERNARDO;SAN BERNARDO;RM;131000000133;25347_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;$1.000 A $10.000;$50.001 A $100.000;Catholique;;825;266;0;Oui;Non;;0;Fonctionne;Avec matrícula;66;3;3;0;0;90;1.3636;-33,60772274;-70,69746949;-33.60772;-70.69747;school_capacity_with_region_and_province;exact_rbd_program_code;-33.60772;-70.69747;Región Metropolitana de Santiago;Maipo;68.0;1.0;0.0;1.0;0
10608;COLEGIO SUPERIOR DEL MAIPO;SAN BERNARDO;RM;131000000133;10608_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;$1.000 A $10.000;$50.001 A $100.000;Laïque;;1475;709;0;Oui;Non;;0;Fonctionne;Avec matrícula;174;94;94;0;0;314;1.8046;-33,59546363;-70,70018239;-33.59559;-70.70014;school_capacity_with_region_and_province;exact_rbd_program_code;-33.59559;-70.70014;Región Metropolitana de Santiago;Maipo;155.0;78.0;0.0;78.0;0.015
16886;COLEGIO VALLES DEL MAIPO;SAN BERNARDO;RM;131000000133;16886_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Sans information;Sans information;Sans information;;330;330;0;Oui;Non;;0;Fonctionne;Avec matrícula;120;120;102;18;0;45;0.3750;-33,612549;-70,698736;-33.61255;-70.69874;school_capacity_with_region_and_province;exact_rbd_program_code;-33.61255;-70.69874;Región Metropolitana de Santiago;Maipo;80.0;80.0;12.0;68.0;0
25557;ESC BASICA PART EMILIA GONZALEZ ESPINOZA;SAN BERNARDO;RM;131000000133;25557_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;Gratuit;Laïque;;706;197;0;Oui;Non;;0;Fonctionne;Avec matrícula;80;42;42;0;0;43;0.5375;-33,56998735;-70,70074144;-33.57014;-70.70065;school_capacity_with_region_and_province;exact_rbd_program_code;-33.57014;-70.70065;Región Metropolitana de Santiago;Maipo;80.0;46.0;0.0;46.0;0.019
25954;ESC. BAS. Y ESP. NTRA. SRA. DE LAS NIEVES;SAN BERNARDO;RM;131000000133;25954_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;801;230;0;Oui;Non;;0;Fonctionne;Avec matrícula;45;19;19;0;0;11;0.2444;-33,64243455;-70,73421338;-33.64243;-70.73421;school_capacity_with_region_and_province;exact_rbd_program_code;-33.64243;-70.73421;Región Metropolitana de Santiago;Maipo;45.0;13.0;0.0;13.0;0.001
26017;ESCUELA BAS. KINGS SCHOOL;SAN BERNARDO;RM;131000000133;26017_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;$1.000 A $10.000;$50.001 A $100.000;Autre;ADVENTISTA;602;177;0;Oui;Non;;0;Fonctionne;Avec matrícula;45;6;6;0;0;46;1.0222;-33,62112541;-70,68900617;-33.62113;-70.68901;school_capacity_with_region_and_province;exact_rbd_program_code;-33.62113;-70.68901;Región Metropolitana de Santiago;Maipo;45.0;0.0;0.0;0.0;0.001
26466;ESCUELA BASICA ELIODORO MATTE OSSA;SAN BERNARDO;RM;131000000133;26466_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Catholique;;2443;453;247;Oui;Oui;41002|41005|58035;3;Fonctionne;Avec matrícula;180;8;8;0;0;261;1.4500;-33,59752493;-70,66744523;-33.59742;-70.66832;school_capacity_with_region_and_province;exact_rbd_program_code;-33.59742;-70.66832;Región Metropolitana de Santiago;Maipo;180.0;12.0;0.0;12.0;0.082
12775;INSTITUTO  DOMINGO  EYZAGUIRRE;SAN BERNARDO;RM;131000000133;12775_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Sans information;Sans information;Sans information;;631;217;0;Oui;Non;;0;Fonctionne;Avec matrícula;69;44;44;0;0;93;1.3478;-33,60101;-70,70115;-33.60156;-70.70095;school_capacity_with_region_and_province;exact_rbd_program_code;-33.60156;-70.70095;Región Metropolitana de Santiago;Maipo;58.0;24.0;0.0;24.0;0.064
31278;INSTITUTO COMERCIAL BARROS ARANA;SAN BERNARDO;RM;131000000133;31278_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;$1.000 A $10.000;Gratuit;Autre;LAICO;216;151;65;Oui;Oui;41002;1;Fonctionne;Avec matrícula;80;75;63;12;0;45;0.5625;-33,600307;-70,70091;-33.60031;-70.70091;school_capacity_with_region_and_province;exact_rbd_program_code;-33.60031;-70.70091;Región Metropolitana de Santiago;Maipo;74.0;74.0;12.0;62.0;0
10618;INSTITUTO SAN PABLO MISIONERO;SAN BERNARDO;RM;131000000131;10618_131000000131;1º medio — Général H-C — Mixte — jornada mañana;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Mañana;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;$1.000 A $10.000;$50.001 A $100.000;Catholique;;2306;786;0;Oui;Non;;0;Fonctionne;Avec matrícula;200;19;19;0;0;208;1.0400;-33,59807241;-70,70024943;-33.59807;-70.70025;school_capacity_with_region_and_province;exact_rbd_program_code;-33.59807;-70.70025;Región Metropolitana de Santiago;Maipo;200.0;10.0;0.0;10.0;0
10588;LICEO CARDENAL ANTONIO SAMORE;SAN BERNARDO;RM;131000000133;10588_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Autre;CATÓLICA Y EVANGÉICA;513;157;0;Oui;Non;;0;Fonctionne;Avec matrícula;90;56;56;0;0;10;0.1111;-33,5643348;-70,70628385;-33.56433;-70.70628;school_capacity_with_region_and_province;exact_rbd_program_code;-33.56433;-70.70628;Región Metropolitana de Santiago;Maipo;76.0;56.0;1.0;55.0;0.001
